Year	DOY	Hour	Min	 Dectime	RSS_Paved	RSS_Bldgs	RSS_EveTr	RSS_DecTr	RSS_Grass	RSS_BSoil	RSS_Water	state_Paved	state_Bldgs	state_EveTr	state_DecTr	state_Grass	state_BSoil	state_Water	      RS	      RA	      RB	  RAsnow	 vpd_hPa	  avdens	    avcp	    qn_e	   s_hPa	psyc_hPa
2011	  1	   1	  0	  0.0417	   436.94	  1219.52	   153.26	     2.94	   189.79	  1919.76	     0.00	       0.21	       0.07	       1.00	       0.99	       1.00	       0.08	   20000.00	10000.00	  105.59	   10.31	    0.00	    0.02	    1.28	 1009.60	    5.90	    0.58	    0.66
2011	  1	   2	  0	  0.0833	   186.34	  1343.88	   181.77	    15.19	   222.05	  2093.46	     0.00	       0.31	       0.07	       0.94	       0.93	       0.94	       0.07	   20000.00	10000.00	  110.55	   10.31	    0.00	    0.02	    1.28	 1009.60	    4.78	    0.58	    0.66
2011	  1	   3	  0	  0.1250	   298.37	  2034.79	   314.95	    44.37	   379.43	  3016.96	     0.00	       0.30	       0.07	       0.89	       0.88	       0.89	       0.07	   20000.00	10000.00	  173.29	   10.31	    0.00	    0.53	    1.28	 1009.43	   -0.37	    0.59	    0.66
2011	  1	   4	  0	  0.1667	   366.62	  2397.05	   399.29	    73.51	   476.54	  3483.57	     0.00	       0.29	       0.06	       0.84	       0.83	       0.85	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.04	    1.28	 1009.23	   -4.87	    0.60	    0.66
2011	  1	   5	  0	  0.2083	   389.29	  2492.37	   436.81	    96.87	   517.30	  3594.50	     0.00	       0.28	       0.06	       0.80	       0.79	       0.80	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.25	    1.28	 1009.10	   -6.99	    0.60	    0.66
2011	  1	   6	  0	  0.2500	   409.02	  2573.51	   472.10	   119.76	   555.41	  3686.98	     0.00	       0.28	       0.06	       0.76	       0.75	       0.76	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.22	    1.28	 1009.05	   -7.30	    0.59	    0.66
2011	  1	   7	  0	  0.2917	   444.41	  3165.98	   529.70	   146.02	   622.51	  4955.41	     0.00	       0.27	       0.05	       0.73	       0.71	       0.73	       0.06	   20000.00	180149.71	  200.00	   10.31	    0.00	    1.10	    1.28	 1009.04	   -6.95	    0.58	    0.66
2011	  1	   8	  0	  0.3333	   381.91	  2322.86	   459.83	   145.24	   531.91	  3572.51	     0.00	       0.26	       0.05	       0.69	       0.68	       0.70	       0.05	   20000.00	47748.94	  200.00	   10.31	    0.00	    0.95	    1.28	 1009.06	   -5.78	    0.57	    0.66
2011	  1	   9	  0	  0.3750	   141.24	   295.19	   160.82	    73.62	   174.47	   314.95	     0.00	       0.25	       0.05	       0.66	       0.65	       0.67	       0.05	   20000.00	  349.78	  200.00	   10.31	    0.00	    0.90	    1.28	 1009.10	   -3.44	    0.57	    0.66
2011	  1	  10	  0	  0.4167	    64.98	   116.12	    73.07	    38.63	    77.93	   121.38	     0.00	       0.25	       0.05	       0.63	       0.62	       0.63	       0.05	   20000.00	  130.06	  171.13	   10.31	    0.00	    0.96	    1.28	 1009.13	    2.43	    0.58	    0.66
2011	  1	  11	  0	  0.4583	    22.30	    37.30	    24.68	    14.62	    26.03	    38.21	     0.00	       0.23	       0.03	       0.59	       0.58	       0.59	       0.03	   20000.00	   39.75	   88.90	   10.31	    0.00	    0.97	    1.28	 1009.23	   23.95	    0.59	    0.66
2011	  1	  12	  0	  0.5000	    17.47	    28.49	    19.11	    12.48	    19.99	    28.54	     0.00	       0.21	       0.00	       0.54	       0.52	       0.54	       0.00	   20000.00	   28.75	   78.72	   10.31	    0.00	    0.90	    1.27	 1009.40	   37.11	    0.61	    0.66
2011	  1	  13	  0	  0.5417	    23.21	    27.93	    25.62	    17.91	    26.65	    27.92	     0.00	       0.20	       0.00	       0.48	       0.47	       0.49	       0.00	   20000.00	   36.92	   92.63	   10.31	    0.00	    0.93	    1.27	 1009.60	   23.79	    0.63	    0.66
2011	  1	  14	  0	  0.5833	    30.13	    27.93	    33.92	    24.62	    35.17	    27.92	     0.00	       0.19	       0.00	       0.44	       0.43	       0.45	       0.00	   20000.00	   47.77	   99.29	   10.31	    0.00	    0.70	    1.27	 1009.86	   14.87	    0.65	    0.66
2011	  1	  15	  0	  0.6250	    39.64	    27.93	    45.99	    33.74	    47.68	    27.92	     0.00	       0.19	       0.00	       0.42	       0.40	       0.42	       0.00	   20000.00	   65.15	   87.81	   10.31	    0.00	    0.21	    1.27	 1010.13	   12.25	    0.65	    0.66
2011	  1	  16	  0	  0.6667	    94.30	    27.93	   117.91	    80.74	   123.61	    27.92	     0.00	       0.19	       0.00	       0.40	       0.38	       0.40	       0.00	   20000.00	  194.19	   85.28	   10.23	    0.00	    0.17	    1.27	 1010.19	    7.96	    0.65	    0.66
2011	  1	  17	  0	  0.7083	   203.26	   625.17	   402.25	   183.30	   452.60	   984.44	     0.00	       0.26	       0.09	       0.47	       0.46	       0.47	       0.09	   20000.00	10570.13	   95.59	   10.30	    0.00	    0.22	    1.27	 1010.19	    5.32	    0.65	    0.67
2011	  1	  18	  0	  0.7500	   197.86	   424.17	   348.92	   133.43	   401.57	   789.49	     0.00	       0.27	       0.16	       0.56	       0.54	       0.56	       0.16	   20000.00	34016.17	   82.22	    9.52	    0.00	    0.16	    1.27	 1010.15	    5.02	    0.64	    0.67
2011	  1	  19	  0	  0.7917	   244.33	   558.36	   363.22	   145.31	   415.82	   977.68	     0.00	       0.23	       0.13	       0.54	       0.52	       0.54	       0.13	   20000.00	10000.00	   84.36	    9.50	    0.00	    0.16	    1.27	 1009.86	    3.71	    0.61	    0.66
2011	  1	  20	  0	  0.8333	   370.76	   932.95	   543.71	   226.03	   619.35	  1561.11	     0.00	       0.22	       0.11	       0.52	       0.50	       0.52	       0.11	   20000.00	10000.00	  124.97	   10.31	    0.00	    0.08	    1.28	 1009.70	    3.55	    0.59	    0.66
2011	  1	  21	  0	  0.8750	   354.46	   976.01	   526.98	   223.32	   599.46	  1616.12	     0.00	       0.22	       0.10	       0.50	       0.48	       0.50	       0.10	   20000.00	10000.00	  115.52	   10.31	    0.00	    0.02	    1.28	 1009.66	    3.72	    0.58	    0.66
2011	  1	  22	  0	  0.9167	   433.46	  1260.02	   652.58	   285.56	   739.17	  2019.32	     0.00	       0.22	       0.09	       0.48	       0.46	       0.48	       0.09	   20000.00	10000.00	  140.01	   10.31	    0.00	    0.24	    1.28	 1009.46	    1.07	    0.58	    0.66
2011	  1	  23	  0	  0.9583	   617.69	  1833.18	   938.31	   423.69	  1057.69	  2827.60	     0.00	       0.21	       0.08	       0.46	       0.45	       0.46	       0.08	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.50	    1.28	 1009.24	   -1.60	    0.57	    0.66
2011	  2	   0	  0	  1.0000	   627.70	  1940.42	   970.55	   446.24	  1092.01	  2961.09	     0.00	       0.21	       0.08	       0.45	       0.43	       0.45	       0.08	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.48	    1.28	 1009.13	   -1.88	    0.55	    0.66
2011	  2	   1	  0	  1.0417	   637.32	  2036.51	  1003.14	   468.86	  1126.73	  3079.56	     0.00	       0.20	       0.07	       0.43	       0.42	       0.43	       0.07	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.48	    1.29	 1009.02	   -2.53	    0.54	    0.66
2011	  2	   2	  0	  1.0833	   649.67	  2131.60	  1040.35	   493.78	  1166.56	  3196.23	     0.00	       0.20	       0.07	       0.42	       0.40	       0.42	       0.07	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.53	    1.29	 1008.95	   -3.32	    0.54	    0.66
2011	  2	   3	  0	  1.1250	   661.56	  2218.83	  1077.49	   518.76	  1206.27	  3302.08	     0.00	       0.20	       0.07	       0.40	       0.39	       0.40	       0.07	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.60	    1.29	 1008.87	   -4.30	    0.53	    0.66
2011	  2	   4	  0	  1.1667	   669.62	  2289.70	  1109.27	   541.02	  1240.06	  3386.61	     0.00	       0.19	       0.06	       0.39	       0.38	       0.39	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.52	    1.29	 1008.80	   -3.96	    0.52	    0.66
2011	  2	   5	  0	  1.2083	   674.58	  2346.45	  1137.09	   561.01	  1269.52	  3453.89	     0.00	       0.19	       0.06	       0.38	       0.36	       0.38	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.40	    1.29	 1008.72	   -3.47	    0.50	    0.66
2011	  2	   6	  0	  1.2500	   678.29	  2394.20	  1163.17	   579.88	  1297.11	  3510.44	     0.00	       0.19	       0.06	       0.37	       0.35	       0.37	       0.06	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.39	    1.29	 1008.57	   -4.12	    0.49	    0.66
2011	  2	   7	  0	  1.2917	   713.98	  2802.47	  1276.80	   624.58	  1432.06	  4411.33	     0.00	       0.19	       0.06	       0.35	       0.34	       0.36	       0.06	   20000.00	51443.58	  200.00	   10.31	    0.00	    0.32	    1.30	 1008.47	   -3.85	    0.47	    0.66
2011	  2	   8	  0	  1.3333	   447.92	  1606.67	   773.46	   403.71	   859.45	  2467.61	     0.00	       0.18	       0.05	       0.34	       0.33	       0.35	       0.05	   20000.00	12499.62	  194.78	   10.31	    0.00	    0.26	    1.30	 1008.41	   -2.19	    0.46	    0.66
2011	  2	   9	  0	  1.3750	    45.41	    64.04	    55.06	    43.81	    56.60	    67.18	     0.00	       0.18	       0.05	       0.33	       0.32	       0.33	       0.05	   20000.00	   72.18	  119.99	   10.31	    0.00	    0.26	    1.30	 1008.38	   10.40	    0.46	    0.66
2011	  2	  10	  0	  1.4167	     6.29	     8.48	     7.38	     6.10	     7.55	     8.77	     0.00	       0.16	       0.03	       0.30	       0.29	       0.31	       0.03	   20000.00	   24.25	  127.81	   10.31	    0.00	    0.26	    1.30	 1008.45	   42.59	    0.47	    0.66
2011	  2	  11	  0	  1.4583	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.14	       0.00	       0.26	       0.25	       0.26	       0.00	   20000.00	   20.48	  179.80	   10.31	    0.00	    0.26	    1.30	 1008.56	   53.84	    0.48	    0.66
2011	  2	  12	  0	  1.5000	    15.40	     0.00	    17.13	    15.25	    17.39	     0.00	     0.00	       0.12	       0.00	       0.22	       0.21	       0.22	       0.00	   20000.00	   27.51	   96.25	   10.31	    0.00	    0.81	    1.29	 1008.51	   46.64	    0.51	    0.66
2011	  2	  13	  0	  1.5417	    25.45	     0.00	    27.61	    25.28	    27.93	     0.00	     0.00	       0.09	       0.00	       0.17	       0.16	       0.17	       0.00	   20000.00	   31.15	   79.26	   10.31	    0.00	    1.44	    1.29	 1008.40	   41.41	    0.53	    0.66
2011	  2	  14	  0	  1.5833	    29.08	     0.00	    30.52	    28.86	    30.75	     0.00	     0.00	       0.06	       0.00	       0.12	       0.11	       0.12	       0.00	   20000.00	   33.21	   84.45	   10.31	    0.00	    1.65	    1.29	 1008.43	   33.29	    0.55	    0.66
2011	  2	  15	  0	  1.6250	    41.41	     0.00	    42.28	    41.02	    42.47	     0.00	     0.00	       0.04	       0.00	       0.08	       0.07	       0.08	       0.00	   20000.00	   44.62	  149.99	   10.31	    0.00	    1.93	    1.29	 1008.35	   15.57	    0.55	    0.66
2011	  2	  16	  0	  1.6667	   100.87	     0.00	   102.29	   100.08	   102.64	     0.00	     0.00	       0.03	       0.00	       0.06	       0.05	       0.06	       0.00	   20000.00	  107.01	  200.00	   10.31	    0.00	    1.96	    1.29	 1008.28	   -1.55	    0.55	    0.66
2011	  2	  17	  0	  1.7083	  2443.39	     0.00	  2678.83	  2267.49	  2755.62	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.06	       0.00	   20000.00	 4320.73	  200.00	   10.31	    0.00	    1.75	    1.29	 1008.28	   -9.57	    0.54	    0.66
2011	  2	  18	  0	  1.7500	  5377.43	     0.00	  6350.30	  4915.19	  6640.30	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	17643.09	  200.00	   10.31	    0.00	    1.39	    1.29	 1008.28	   -9.37	    0.51	    0.66
2011	  2	  19	  0	  1.7917	  4643.33	     0.00	  5358.23	  4315.18	  5600.03	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.08	    1.29	 1008.32	   -8.52	    0.50	    0.66
2011	  2	  20	  0	  1.8333	  4646.89	     0.00	  5346.95	  4308.49	  5603.13	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.95	    1.30	 1008.31	   -8.70	    0.49	    0.66
2011	  2	  21	  0	  1.8750	  4649.08	     0.00	  5338.76	  4303.51	  5594.70	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.89	    1.30	 1008.28	   -9.02	    0.48	    0.66
2011	  2	  22	  0	  1.9167	  4648.58	     0.00	  5330.08	  4297.40	  5585.85	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.81	    1.30	 1008.26	   -8.88	    0.48	    0.66
2011	  2	  23	  0	  1.9583	  4642.66	     0.00	  5318.48	  4287.67	  5574.19	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.69	    1.30	 1008.26	   -8.06	    0.47	    0.66
2011	  3	   0	  0	  2.0000	  4642.51	     0.00	  5314.56	  4284.93	  5570.18	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.63	    1.30	 1008.26	   -7.79	    0.47	    0.66
2011	  3	   1	  0	  2.0417	  4641.92	     0.00	  5310.63	  4282.06	  5566.19	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.70	    1.30	 1008.20	   -8.66	    0.46	    0.66
2011	  3	   2	  0	  2.0833	  4638.64	     0.00	  5303.56	  4276.24	  5559.07	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.68	    1.30	 1008.17	   -8.59	    0.46	    0.66
2011	  3	   3	  0	  2.1250	  4630.94	     0.00	  5293.04	  4266.74	  5548.55	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.63	    1.30	 1008.15	   -8.25	    0.45	    0.66
2011	  3	   4	  0	  2.1667	  4621.86	     0.00	  5282.02	  4256.49	  5537.57	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.56	    1.30	 1008.14	   -7.73	    0.45	    0.66
2011	  3	   5	  0	  2.2083	  4611.08	     0.00	  5270.48	  4245.39	  5526.10	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.55	    1.30	 1008.09	   -7.96	    0.44	    0.66
2011	  3	   6	  0	  2.2500	  4583.77	     0.00	  5242.59	  4218.23	  5498.41	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.55	    1.30	 1007.96	   -8.44	    0.43	    0.66
2011	  3	   7	  0	  2.2917	  4550.36	     0.00	  5210.09	  4186.17	  5466.19	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.45	    1.30	 1007.87	   -7.94	    0.41	    0.66
2011	  3	   8	  0	  2.3333	  2462.33	     0.00	  2797.81	  2278.04	  2927.51	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	 5219.56	  200.00	   10.31	    0.00	    0.35	    1.31	 1007.82	   -5.77	    0.40	    0.66
2011	  3	   9	  0	  2.3750	    92.08	     0.00	    93.04	    91.23	    93.39	     0.00	     0.00	       0.02	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	   96.84	  141.69	   10.31	    0.00	    0.26	    1.31	 1007.73	    5.34	    0.39	    0.66
2011	  3	  10	  0	  2.4167	    35.47	     0.00	    35.35	    34.95	    35.44	     0.00	     0.00	       0.01	       0.00	       0.04	       0.03	       0.04	       0.00	   20000.00	   36.34	  127.81	   10.31	    0.00	    0.15	    1.31	 1007.77	   29.74	    0.39	    0.66
2011	  3	  11	  0	  2.4583	    27.63	     0.00	     8.68	     8.65	     8.70	     0.00	     0.00	       0.00	       0.00	       0.02	       0.01	       0.02	       0.00	   20000.00	   23.94	  120.25	   10.31	    0.00	    0.07	    1.31	 1007.98	   53.75	    0.40	    0.66
2011	  3	  12	  0	  2.5000	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   20.17	  165.54	   10.31	    0.00	    0.16	    1.30	 1008.18	   69.28	    0.43	    0.66
2011	  3	  13	  0	  2.5417	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   24.68	  200.00	   10.31	    0.00	    0.46	    1.30	 1008.26	   53.06	    0.46	    0.66
2011	  3	  14	  0	  2.5833	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   42.84	  197.99	   10.31	    0.00	    0.84	    1.29	 1008.20	   26.79	    0.47	    0.66
2011	  3	  15	  0	  2.6250	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   76.67	  181.48	   10.31	    0.00	    1.01	    1.29	 1008.17	   10.91	    0.48	    0.66
2011	  3	  16	  0	  2.6667	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	  355.56	  200.00	   10.31	    0.00	    0.95	    1.29	 1008.22	   -1.22	    0.48	    0.66
2011	  3	  17	  0	  2.7083	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	17779.14	  200.00	   10.31	    0.00	    0.89	    1.29	 1008.24	   -4.86	    0.48	    0.66
2011	  3	  18	  0	  2.7500	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	56026.65	  200.00	   10.31	    0.00	    1.02	    1.29	 1008.18	   -7.68	    0.48	    0.66
2011	  3	  19	  0	  2.7917	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.21	    1.29	 1008.10	  -10.53	    0.48	    0.66
2011	  3	  20	  0	  2.8333	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.13	    1.29	 1008.17	  -10.48	    0.48	    0.66
2011	  3	  21	  0	  2.8750	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.95	    1.29	 1008.25	   -9.52	    0.48	    0.66
2011	  3	  22	  0	  2.9167	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.75	    1.29	 1008.26	   -8.47	    0.47	    0.66
2011	  3	  23	  0	  2.9583	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.62	    1.29	 1008.14	   -8.26	    0.45	    0.66
2011	  4	   0	  0	  3.0000	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.42	    1.29	 1008.02	   -7.10	    0.43	    0.66
2011	  4	   1	  0	  3.0417	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.26	    1.29	 1008.13	   -5.35	    0.43	    0.66
2011	  4	   2	  0	  3.0833	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.19	    1.29	 1008.29	   -4.01	    0.44	    0.66
2011	  4	   3	  0	  3.1250	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.13	    1.29	 1008.39	   -3.05	    0.45	    0.66
2011	  4	   4	  0	  3.1667	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.20	    1.29	 1008.44	   -3.47	    0.46	    0.66
2011	  4	   5	  0	  3.2083	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.27	    1.28	 1008.46	   -3.83	    0.46	    0.66
2011	  4	   6	  0	  3.2500	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.27	    1.28	 1008.48	   -3.63	    0.46	    0.65
2011	  4	   7	  0	  3.2917	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	34612.57	  200.00	   10.31	    0.00	    0.20	    1.28	 1008.50	   -2.83	    0.46	    0.65
2011	  4	   8	  0	  3.3333	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	 8522.41	  198.32	   10.31	    0.00	    0.14	    1.28	 1008.57	   -1.79	    0.47	    0.65
2011	  4	   9	  0	  3.3750	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	  301.82	  179.80	   10.31	    0.00	    0.14	    1.28	 1008.63	    3.03	    0.47	    0.65
2011	  4	  10	  0	  3.4167	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   33.23	  120.25	   10.31	    0.00	    0.14	    1.28	 1008.64	   23.58	    0.48	    0.65
2011	  4	  11	  0	  3.4583	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   21.74	   71.10	   10.31	    0.00	    0.14	    1.28	 1008.75	   42.67	    0.49	    0.65
2011	  4	  12	  0	  3.5000	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   18.22	   59.54	   10.31	    0.00	    0.21	    1.27	 1008.88	   59.94	    0.51	    0.65
2011	  4	  13	  0	  3.5417	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   19.32	   73.56	   10.31	    0.00	    0.62	    1.27	 1008.91	   81.57	    0.53	    0.65
2011	  4	  14	  0	  3.5833	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   27.34	   69.49	   10.12	    0.00	    1.30	    1.27	 1008.82	   52.85	    0.56	    0.65
2011	  4	  15	  0	  3.6250	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   55.53	  150.43	   10.01	    0.00	    1.68	    1.26	 1008.68	   12.24	    0.57	    0.65
2011	  4	  16	  0	  3.6667	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	  121.81	  186.02	   10.21	    0.00	    1.22	    1.27	 1008.76	    4.74	    0.55	    0.65
2011	  4	  17	  0	  3.7083	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	 3867.85	  152.25	    9.89	    0.00	    0.73	    1.27	 1008.90	    0.75	    0.54	    0.65
2011	  4	  18	  0	  3.7500	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	16150.04	  166.80	   10.19	    0.00	    0.74	    1.27	 1008.92	   -1.55	    0.54	    0.65
2011	  4	  19	  0	  3.7917	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    0.80	    1.26	 1008.96	   -3.15	    0.55	    0.65
2011	  4	  20	  0	  3.8333	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  192.32	   10.30	    0.00	    0.81	    1.26	 1009.04	   -3.90	    0.56	    0.65
2011	  4	  21	  0	  3.8750	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  198.51	   10.31	    0.00	    0.65	    1.26	 1009.00	   -3.66	    0.54	    0.65
2011	  4	  22	  0	  3.9167	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	    -0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  145.64	    9.59	    0.00	    0.54	    1.26	 1009.10	   -2.91	    0.55	    0.65
2011	  4	  23	  0	  3.9583	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	   74.56	    7.96	    0.00	    0.63	    1.26	 1009.27	   -3.22	    0.57	    0.65
2011	  5	   0	  0	  4.0000	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	    -0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	   71.14	    7.78	    0.00	    0.77	    1.26	 1009.33	   -4.06	    0.59	    0.65
2011	  5	   1	  0	  4.0417	    27.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	   80.34	    8.11	    0.00	    0.84	    1.25	 1009.47	   -4.01	    0.60	    0.65
