Year	DOY	Hour	Min	 Dectime	RSS_Paved	RSS_Bldgs	RSS_EveTr	RSS_DecTr	RSS_Grass	RSS_BSoil	RSS_Water	state_Paved	state_Bldgs	state_EveTr	state_DecTr	state_Grass	state_BSoil	state_Water	      RS	      RA	      RB	  RAsnow	 vpd_hPa	  avdens	    avcp	    qn_e	   s_hPa	psyc_hPa
2012	  2	   8	  0	  1.3333	   278.13	  1460.31	   322.96	   100.21	   372.35	  2025.06	     0.00	       0.27	       0.05	       0.72	       0.71	       0.73	       0.06	   20000.00	 5160.05	  200.00	   10.31	    0.00	    1.84	    1.25	 1008.84	  -11.47	    0.59	    0.65
2012	  2	   9	  0	  1.3750	    37.27	    65.49	    40.67	    20.15	    43.48	    68.15	    -0.00	       0.26	       0.05	       0.68	       0.67	       0.69	       0.05	   20000.00	   72.66	  148.09	    9.37	    0.00	    1.80	    1.25	 1008.75	    3.47	    0.58	    0.65
2012	  2	  10	  0	  1.4167	    16.67	    29.50	    17.67	    10.13	    18.71	    29.52	    -0.00	       0.22	       0.01	       0.61	       0.60	       0.62	       0.01	   20000.00	   29.52	   55.59	    7.45	    0.00	    1.84	    1.26	 1008.64	   39.69	    0.57	    0.65
2012	  2	  11	  0	  1.4583	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.17	       0.00	       0.51	       0.49	       0.51	       0.00	   20000.00	   22.46	   52.82	    7.30	    0.00	    2.11	    1.26	 1008.53	   76.82	    0.58	    0.65
2012	  2	  12	  0	  1.5000	    -0.00	    28.08	    -0.00	    -0.00	    -0.00	    27.49	    -0.00	       0.10	       0.00	       0.37	       0.35	       0.37	       0.00	   20000.00	   19.97	   52.28	    7.34	    0.00	    2.48	    1.26	 1008.49	  100.99	    0.60	    0.65
2012	  2	  13	  0	  1.5417	     0.00	    28.08	    -0.00	    -0.00	    -0.00	    27.49	    -0.00	       0.01	       0.00	       0.21	       0.19	       0.21	       0.00	   20000.00	   18.36	   48.88	    7.32	    0.00	    2.77	    1.25	 1008.84	  104.02	    0.65	    0.65
2012	  2	  14	  0	  1.5833	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.05	       0.04	       0.05	       0.00	   20000.00	   18.50	   43.77	    7.26	    0.00	    3.04	    1.25	 1009.13	   85.18	    0.70	    0.65
2012	  2	  15	  0	  1.6250	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   22.67	   51.19	    7.38	    0.00	    3.41	    1.25	 1009.00	   48.52	    0.70	    0.65
2012	  2	  16	  0	  1.6667	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	   50.50	  162.63	    9.59	    0.00	    3.59	    1.25	 1008.87	    7.82	    0.70	    0.65
2012	  2	  17	  0	  1.7083	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	 3290.59	  200.00	   10.31	    0.00	    3.15	    1.25	 1008.84	   -8.09	    0.67	    0.65
2012	  2	  18	  0	  1.7500	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	14955.07	  200.00	   10.31	    0.00	    2.55	    1.26	 1008.85	   -9.04	    0.64	    0.65
2012	  2	  19	  0	  1.7917	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.80	    1.26	 1008.95	   -7.29	    0.61	    0.65
2012	  2	  20	  0	  1.8333	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.66	    1.26	 1008.95	   -8.82	    0.60	    0.65
2012	  2	  21	  0	  1.8750	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.78	    1.26	 1008.96	  -10.61	    0.61	    0.66
2012	  2	  22	  0	  1.9167	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.58	    1.26	 1009.07	   -9.80	    0.61	    0.66
2012	  2	  23	  0	  1.9583	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  200.00	   10.31	    0.00	    1.36	    1.26	 1009.11	   -8.82	    0.60	    0.66
2012	  3	   0	  0	  2.0000	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  163.52	    9.65	    0.00	    1.26	    1.26	 1009.38	   -7.39	    0.62	    0.66
2012	  3	   1	  0	  2.0417	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	10000.00	  103.83	    8.59	    0.00	    1.29	    1.25	 1009.66	   -6.55	    0.65	    0.66
2012	  3	   2	  0	  2.0833	     0.00	    28.08	     0.00	     0.00	     0.00	    27.49	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	42408.04	   82.11	    8.02	    0.00	    1.40	    1.25	 1009.95	   -6.03	    0.69	    0.66
2012	  3	   3	  0	  2.1250	   854.54	   864.99	  2257.97	  1386.24	  2445.84	  1394.85	    -0.00	       0.09	       0.09	       0.09	       0.09	       0.09	       0.09	   20000.00	11989.79	   53.59	    7.14	    0.00	    1.35	    1.24	 1010.40	   -3.86	    0.73	    0.66
2012	  3	   4	  0	  2.1667	    89.58	   105.09	   315.62	   162.89	   348.66	   212.61	     0.00	       0.31	       0.28	       0.37	       0.37	       0.37	       0.28	   20000.00	 1564.45	   45.15	    6.88	    0.00	    0.97	    1.24	 1010.76	   -0.30	    0.75	    0.65
2012	  3	   5	  0	  2.2083	    27.66	    43.14	    86.16	    20.44	   101.42	   110.72	     0.00	       0.44	       0.37	       0.83	       0.82	       0.83	       0.38	   20000.00	 1098.99	   36.49	    6.66	    0.00	    0.62	    1.23	 1011.11	    2.82	    0.76	    0.65
2012	  3	   6	  0	  2.2500	    25.53	    59.23	    33.73	     0.00	    43.79	   128.55	     0.00	       0.43	       0.31	       1.17	       1.16	       1.17	       0.31	   20000.00	 1033.53	   31.44	    6.57	    0.00	    0.41	    1.23	 1011.51	    5.25	    0.79	    0.65
2012	  3	   7	  0	  2.2917	    11.79	    44.25	    16.99	     0.00	    25.74	   113.74	     0.00	       0.51	       0.36	       1.44	       1.42	       1.44	       0.36	   20000.00	37853.90	   28.59	    6.55	    0.00	    0.60	    1.22	 1011.80	    4.79	    0.83	    0.65
2012	  3	   8	  0	  2.3333	     0.91	    33.72	     1.30	    -0.00	     6.83	    92.10	    -0.00	       0.60	       0.39	       1.80	       1.79	       1.81	       0.39	   20000.00	118632.84	   27.86	    6.54	    0.00	    1.01	    1.22	 1011.93	    3.68	    0.86	    0.65
2012	  3	   9	  0	  2.3750	     0.00	    13.45	     0.00	     0.00	     0.13	    44.83	     0.00	       0.78	       0.47	       2.24	       2.23	       2.24	       0.47	   20000.00	  211.44	   29.28	    6.55	    0.00	    0.90	    1.22	 1012.06	    7.33	    0.87	    0.65
2012	  3	  10	  0	  2.4167	     0.00	    12.37	     0.00	     0.00	     0.00	    31.20	     0.00	       0.84	       0.44	       2.45	       2.44	       2.45	       0.44	   20000.00	   84.38	   32.35	    6.58	    0.00	    0.68	    1.22	 1012.20	   12.21	    0.87	    0.65
2012	  3	  11	  0	  2.4583	    -0.00	     0.96	    -0.00	    -0.00	    -0.00	    11.99	    -0.00	       0.99	       0.61	       2.88	       2.88	       2.88	       0.61	   20000.00	   40.60	   31.24	    6.57	    0.00	    0.60	    1.21	 1012.39	   19.53	    0.88	    0.65
2012	  3	  12	  0	  2.5000	    -0.00	    -0.00	    -0.00	    -0.00	    -0.00	     7.23	    -0.00	       1.01	       0.73	       3.30	       3.30	       3.30	       0.73	   20000.00	   36.59	   29.43	    6.55	    0.00	    0.53	    1.21	 1012.53	   20.75	    0.89	    0.65
2012	  3	  13	  0	  2.5417	    -0.00	    -0.00	    -0.00	    -0.00	    -0.00	     6.04	    -0.00	       1.01	       0.63	       3.11	       3.11	       3.11	       0.63	   20000.00	   30.13	   28.47	    6.55	    0.00	    0.53	    1.21	 1012.69	   29.41	    0.91	    0.65
2012	  3	  14	  0	  2.5833	    -0.00	    -0.00	    -0.00	    -0.00	    -0.00	    -0.00	    -0.00	       0.80	       0.28	       2.43	       2.43	       2.43	       0.28	   20000.00	   16.08	   35.20	    6.73	    0.00	    0.67	    1.22	 1011.40	   66.84	    0.79	    0.65
2012	  3	  15	  0	  2.6250	     1.15	     9.34	     0.36	    -0.00	     1.26	    10.12	    -0.00	       0.56	       0.11	       1.84	       1.84	       1.84	       0.11	   20000.00	   24.77	   49.28	    7.02	    0.00	    1.47	    1.23	 1010.29	   42.72	    0.72	    0.65
2012	  3	  16	  0	  2.6667	    10.22	    51.31	     6.70	     0.00	    10.77	    53.72	     0.00	       0.47	       0.05	       1.55	       1.55	       1.55	       0.05	   20000.00	   57.54	  101.44	    7.52	    0.00	    2.53	    1.23	 1010.05	    7.22	    0.76	    0.65
2012	  3	  17	  0	  2.7083	    44.53	  1283.52	    33.04	     0.00	    46.84	  1813.65	     0.00	       0.42	       0.03	       1.36	       1.36	       1.37	       0.03	   20000.00	 5936.61	   58.94	    6.93	    0.00	    3.18	    1.23	 1009.68	   -9.20	    0.76	    0.65
2012	  3	  18	  0	  2.7500	    81.68	  2457.88	    65.83	    -0.00	    86.76	  3365.65	    -0.00	       0.37	       0.02	       1.21	       1.19	       1.22	       0.03	   20000.00	10000.00	   64.93	    7.15	    0.00	    3.14	    1.24	 1009.35	  -11.89	    0.72	    0.65
2012	  3	  19	  0	  2.7917	   101.06	  2706.59	    86.92	     0.00	   109.57	  3573.68	     0.00	       0.34	       0.02	       1.10	       1.06	       1.10	       0.02	   20000.00	10000.00	   67.53	    7.28	    0.00	    3.02	    1.24	 1009.02	  -14.43	    0.68	    0.65
2012	  3	  20	  0	  2.8333	   144.95	  3331.84	   131.63	     9.05	   160.85	  4177.95	     0.00	       0.32	       0.02	       1.00	       0.95	       1.01	       0.02	   20000.00	10000.00	   84.08	    7.64	    0.00	    2.73	    1.25	 1008.95	  -14.75	    0.66	    0.65
2012	  3	  21	  0	  2.8750	   337.58	  5405.92	   326.17	    48.08	   391.37	  6249.78	     0.00	       0.31	       0.02	       0.93	       0.88	       0.94	       0.02	   20000.00	10000.00	  189.03	    9.74	    0.00	    2.69	    1.25	 1008.88	  -16.15	    0.65	    0.65
2012	  3	  22	  0	  2.9167	   373.80	  5579.16	   377.49	    74.47	   448.45	  6397.54	     0.00	       0.30	       0.02	       0.88	       0.83	       0.89	       0.02	   20000.00	10000.00	  200.00	   10.31	    0.00	    2.45	    1.25	 1008.79	  -16.03	    0.63	    0.65
2012	  3	  23	  0	  2.9583	   342.13	  5180.40	   358.02	    84.24	   422.36	  5992.22	     0.00	       0.29	       0.02	       0.84	       0.79	       0.84	       0.02	   20000.00	10000.00	  172.76	    9.60	    0.00	    2.14	    1.25	 1008.85	  -14.80	    0.61	    0.65
2012	  4	   0	  0	  3.0000	   201.04	  3812.47	   215.57	    59.20	   252.98	  4589.52	     0.00	       0.27	       0.02	       0.79	       0.74	       0.80	       0.02	   20000.00	10000.00	   89.69	    7.68	    0.00	    2.21	    1.25	 1008.90	  -15.22	    0.62	    0.65
2012	  4	   1	  0	  3.0417	   177.32	  3503.46	   194.01	    62.24	   225.72	  4195.86	    -0.00	       0.26	       0.01	       0.74	       0.69	       0.75	       0.02	   20000.00	10000.00	   70.84	    7.29	    0.00	    2.45	    1.25	 1008.90	  -16.48	    0.64	    0.65
2012	  4	   2	  0	  3.0833	   251.42	  4367.32	   282.81	   103.86	   325.68	  5006.72	     0.00	       0.25	       0.01	       0.69	       0.64	       0.70	       0.02	   20000.00	10000.00	   93.14	    7.68	    0.00	    2.81	    1.25	 1008.78	  -18.62	    0.65	    0.65
2012	  4	   3	  0	  3.1250	   488.27	  6135.23	   571.90	   228.57	   652.52	  6680.52	     0.00	       0.24	       0.01	       0.66	       0.60	       0.67	       0.02	   20000.00	10000.00	  183.73	    9.63	    0.00	    3.05	    1.26	 1008.53	  -20.95	    0.63	    0.65
2012	  4	   4	  0	  3.1667	   486.73	  6143.89	   590.23	   245.07	   671.35	  6666.50	     0.00	       0.24	       0.01	       0.63	       0.57	       0.64	       0.02	   20000.00	10000.00	  180.00	    9.42	    0.00	    2.84	    1.26	 1008.48	  -20.28	    0.62	    0.65
2012	  4	   5	  0	  3.2083	   488.99	  6152.67	   608.91	   263.74	   690.12	  6645.33	     0.00	       0.23	       0.01	       0.60	       0.55	       0.61	       0.02	   20000.00	10000.00	  174.69	    9.15	    0.00	    2.51	    1.26	 1008.53	  -18.68	    0.60	    0.66
2012	  4	   6	  0	  3.2500	   567.12	  6532.73	   725.00	   324.72	   818.60	  6983.42	     0.00	       0.23	       0.01	       0.58	       0.52	       0.58	       0.02	   20000.00	10000.00	  200.00	   10.31	    0.00	    2.44	    1.27	 1008.50	  -18.64	    0.60	    0.66
2012	  4	   7	  0	  3.2917	   558.24	  5794.97	   727.39	   338.49	   817.00	  6168.76	     0.00	       0.22	       0.01	       0.55	       0.50	       0.56	       0.02	   20000.00	 8855.57	  200.00	   10.31	    0.00	    2.12	    1.27	 1008.53	  -16.84	    0.58	    0.66
2012	  4	   8	  0	  3.3333	   307.67	  1131.90	   381.67	   211.85	   414.69	  1151.50	     0.00	       0.22	       0.01	       0.53	       0.48	       0.54	       0.01	   20000.00	 1256.80	  200.00	   10.31	    0.00	    1.88	    1.27	 1008.59	  -14.07	    0.57	    0.66
2012	  4	   9	  0	  3.3750	    63.23	   110.00	    71.98	    50.74	    75.12	   109.80	     0.00	       0.21	       0.01	       0.51	       0.46	       0.51	       0.01	   20000.00	  111.61	  171.00	    9.81	    0.00	    1.83	    1.27	 1008.73	   -2.56	    0.59	    0.66
2012	  4	  10	  0	  3.4167	    19.10	    45.19	    20.89	    15.86	    21.62	    41.01	     0.00	       0.18	       0.00	       0.46	       0.41	       0.46	       0.00	   20000.00	   29.90	   60.48	    7.78	    0.00	    1.79	    1.27	 1008.96	   30.53	    0.61	    0.66
2012	  4	  11	  0	  3.4583	     4.39	    45.19	     4.67	     3.74	     4.81	    41.01	     0.00	       0.14	       0.00	       0.38	       0.33	       0.38	       0.00	   20000.00	   23.73	   49.01	    7.26	    0.00	    2.06	    1.26	 1009.16	   45.02	    0.65	    0.66
2012	  4	  12	  0	  3.5000	    -0.00	    45.19	    -0.00	    -0.00	    -0.00	    41.01	    -0.00	       0.07	       0.00	       0.26	       0.21	       0.26	       0.00	   20000.00	   20.71	   42.28	    7.02	    0.00	    2.30	    1.26	 1009.33	   57.92	    0.68	    0.66
2012	  4	  13	  0	  3.5417	     0.00	    45.19	     4.00	     4.00	     4.01	    41.01	     0.00	       0.00	       0.00	       0.14	       0.10	       0.14	       0.00	   20000.00	   22.91	   46.00	    7.02	    0.00	    2.41	    1.26	 1009.45	   43.35	    0.70	    0.66
2012	  4	  14	  0	  3.5833	     0.00	    45.19	    32.25	    32.69	    32.26	    41.01	    -0.00	       0.00	       0.00	       0.06	       0.02	       0.07	       0.00	   20000.00	   33.55	   74.11	    7.39	    0.00	    2.49	    1.25	 1009.55	   18.47	    0.71	    0.66
2012	  4	  15	  0	  3.6250	     0.00	    45.19	    47.27	    36.78	    47.14	    41.01	    -0.00	       0.00	       0.00	       0.02	       0.00	       0.02	       0.00	   20000.00	   47.83	   95.45	    7.77	    0.00	    2.17	    1.25	 1009.68	   11.38	    0.71	    0.66
2012	  4	  16	  0	  3.6667	     0.00	    45.19	    69.39	    36.78	    91.71	    41.01	     0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	  145.39	   69.35	    7.44	    0.00	    2.07	    1.25	 1009.72	   -0.10	    0.70	    0.66
2012	  4	  17	  0	  3.7083	     0.00	    45.19	    69.39	    36.78	    96.71	    41.01	    -0.00	       0.00	       0.00	       0.00	       0.00	       0.00	       0.00	   20000.00	 6122.32	   49.56	    6.99	    0.00	    1.73	    1.25	 1009.92	   -3.11	    0.71	    0.66
2012	  4	  18	  0	  3.7500	   677.60	   690.92	  1837.59	  1110.02	  2002.19	  1118.99	     0.00	       0.09	       0.09	       0.09	       0.09	       0.09	       0.09	   20000.00	52449.51	   47.73	    6.97	    0.00	    1.43	    1.25	 1010.17	   -2.16	    0.71	    0.66
2012	  4	  19	  0	  3.7917	    80.26	    95.78	   350.69	   156.80	   398.39	   219.14	     0.00	       0.35	       0.32	       0.46	       0.46	       0.46	       0.33	   20000.00	16216.70	   46.13	    6.87	    0.00	    1.59	    1.24	 1010.25	   -3.66	    0.73	    0.66
2012	  4	  20	  0	  3.8333	     3.43	    11.55	    30.39	     3.05	    40.58	    77.98	     0.00	       0.66	       0.54	       1.53	       1.51	       1.53	       0.54	   20000.00	 2798.67	   45.21	    6.78	    0.00	    1.26	    1.24	 1010.43	   -1.66	    0.73	    0.66
2012	  4	  21	  0	  3.8750	     0.00	    41.78	     0.00	     0.00	     0.00	   124.67	     0.00	       0.77	       0.42	       2.28	       2.28	       2.29	       0.42	   20000.00	 2125.16	   46.35	    6.79	    0.00	    1.09	    1.24	 1010.51	   -0.99	    0.73	    0.66
2012	  4	  22	  0	  3.9167	     0.00	    47.68	     0.00	     0.00	     0.00	   130.50	     0.00	       0.75	       0.39	       2.24	       2.24	       2.24	       0.39	   20000.00	 2059.28	   43.70	    6.74	    0.00	    1.06	    1.24	 1010.60	   -0.73	    0.73	    0.65
2012	  4	  23	  0	  3.9583	    -0.00	    95.84	    -0.00	    -0.00	     0.18	   217.22	    -0.00	       0.67	       0.31	       2.09	       2.09	       2.09	       0.31	   20000.00	 5387.17	   47.42	    6.84	    0.00	    0.92	    1.24	 1010.70	    0.09	    0.74	    0.65
