Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2011	  1	   1	  0	  0.0417	    0.00	    0.00	  312.37	  333.82	    4.16	  -21.46	    0.04	  -27.31	    4.36	    1.54	    0.00	    0.00	    0.00	    0.06	   -0.06	   -0.06	    0.96	     0.96	    0.06	    0.05	  110.23	   13.17	    0.19	    0.71	    0.79	    0.15	  -16.61	    0.00	    4.52	    4.23	    5.06	    1.84	   99.64
2011	  1	   2	  0	  0.0833	    0.00	    0.00	  312.37	  333.82	    4.16	  -21.46	    0.04	  -26.20	    3.59	    1.19	    0.00	    0.00	    0.00	    0.05	   -0.05	   -0.05	    0.90	     0.90	    0.05	    0.05	  106.96	   27.86	    0.19	    0.71	    0.79	    0.15	  -19.32	    0.00	    4.47	    4.22	    5.06	    1.86	   99.65
2011	  1	   3	  0	  0.1250	    0.00	    0.00	  307.44	  334.96	    4.49	  -27.52	    0.04	  -27.11	   -1.72	    1.35	    0.00	    0.00	    0.00	    0.05	   -0.05	   -0.05	    0.86	     0.86	    0.05	    0.05	  101.65	   41.56	    0.19	    0.63	    0.79	    0.15	  -17.26	    0.00	    4.21	    4.13	    4.97	    3.15	   98.31
2011	  1	   4	  0	  0.1667	    0.00	    0.00	  302.07	  335.60	    4.71	  -33.53	    0.04	  -28.62	   -6.26	    1.39	    0.00	    0.00	    0.00	    0.04	   -0.04	   -0.04	    0.81	     0.81	    0.04	    0.05	   94.59	   54.19	    0.19	    0.56	    0.79	    0.15	    9.90	    0.00	    3.73	    3.55	    4.79	    3.73	   98.74
2011	  1	   5	  0	  0.2083	    0.00	    0.00	  299.08	  335.20	    4.66	  -36.11	    0.04	  -29.09	   -8.35	    1.36	    0.00	    0.00	    0.00	    0.04	   -0.04	   -0.04	    0.77	     0.77	    0.04	    0.05	   86.32	   65.98	    0.19	    0.53	    0.79	    0.15	    9.90	    0.00	    3.36	    3.12	    4.64	    3.73	   98.61
2011	  1	   6	  0	  0.2500	    0.00	    0.00	  297.96	  334.14	    4.44	  -36.18	    0.05	  -28.84	   -8.50	    1.20	    0.00	    0.00	    0.00	    0.03	   -0.04	   -0.04	    0.74	     0.74	    0.03	    0.05	   77.58	   77.31	    0.19	    0.53	    0.79	    0.15	    9.90	    0.00	    3.12	    2.87	    4.56	    3.73	   98.63
2011	  1	   7	  0	  0.2917	    0.00	    0.00	  297.89	  333.06	    4.21	  -35.17	    0.07	  -28.15	   -7.91	    0.96	    0.00	    0.00	    0.00	    0.03	   -0.03	   -0.03	    0.70	     0.70	    0.03	    0.05	   68.33	   88.70	    0.19	    0.54	    0.79	    0.15	    9.90	    0.00	    2.98	    2.75	    4.52	    3.73	   98.69
2011	  1	   8	  0	  0.3333	    0.61	    0.12	  298.72	  332.46	    4.06	  -33.25	    0.10	  -27.37	   -6.79	    1.01	    0.00	    0.00	    0.00	    0.03	   -0.03	   -0.03	    0.67	     0.67	    0.03	    0.04	   59.02	  100.84	    0.19	    0.56	    0.79	    0.15	    9.90	    0.00	    3.00	    2.80	    4.56	    3.73	   99.20
2011	  1	   9	  0	  0.3750	    4.48	    0.85	  299.53	  332.84	    4.13	  -29.69	    0.11	  -26.14	   -5.59	    2.16	    0.00	    0.00	    0.00	    0.03	   -0.03	   -0.03	    0.64	     0.64	    0.03	    0.04	   50.12	  114.61	    0.19	    0.57	    0.79	    0.15	    9.90	    0.00	    3.20	    3.04	    4.74	    3.73	  101.35
2011	  1	  10	  0	  0.4167	   15.90	    3.03	  300.05	  334.52	    4.50	  -21.60	    0.10	  -23.92	   -3.69	    6.12	    0.00	    0.00	    0.01	    0.03	   -0.03	   -0.03	    0.61	     0.61	    0.03	    0.04	   42.26	  131.24	    0.19	    0.56	    0.79	    0.15	  -33.72	    0.00	    3.75	    3.70	    4.89	    3.17	   99.77
