Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	     gvf	  shadow	     svf	svfbuveg	      Ta	      Tg
2012	  1	   1	  0	  0.0417	   36.19	  -20.79	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  346.64	  414.07	  377.94	  377.94	  377.94	  377.94	   12.63	   11.35	    1.00	    0.00	    0.00	    0.82	    0.82	   11.35	   11.59
2012	  1	   2	  0	  0.0833	   21.17	  -18.59	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  347.02	  415.02	  378.57	  378.57	  378.57	  378.57	   12.75	   11.49	    1.00	    0.00	    0.00	    0.82	    0.82	   11.49	   11.63
2012	  1	   3	  0	  0.1250	   35.34	  -14.19	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  347.45	  414.25	  378.49	  378.49	  378.49	  378.49	   12.73	   11.40	    1.00	    0.00	    0.00	    0.82	    0.82	   11.40	   11.58
2012	  1	   4	  0	  0.1667	   48.45	   -7.94	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  347.01	  412.54	  377.46	  377.46	  377.46	  377.46	   12.54	   11.22	    1.00	    0.00	    0.00	    0.82	    0.82	   11.22	   11.45
2012	  1	   5	  0	  0.2083	   60.59	    0.15	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  350.87	  412.13	  376.52	  376.52	  376.52	  376.52	   12.42	   22.77	    0.79	    0.50	    0.50	    0.82	    0.82	   11.15	   11.44
2012	  1	   6	  0	  0.2500	   72.09	    8.39	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  354.52	  413.48	  376.16	  376.16	  376.16	  376.16	   12.42	  131.47	    0.35	    1.00	    1.00	    0.82	    0.82	   11.13	   11.71
2012	  1	   7	  0	  0.2917	   83.41	   17.45	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  352.94	  416.62	  376.47	  376.47	  376.47	  376.47	   12.49	  269.37	    0.24	    1.00	    1.00	    0.82	    0.82	   11.00	   12.40
2012	  1	   8	  0	  0.3333	   95.13	   26.77	     2.17	      0.00	     2.17	    1.80	    0.18	    2.17	    2.17	    2.17	    2.17	  351.62	  419.35	  376.76	  376.76	  376.76	  376.76	   12.83	  404.51	    0.18	    1.00	    1.00	    0.82	    0.82	   10.79	   13.09
2012	  1	   9	  0	  0.3750	  108.06	   35.90	    18.51	      0.00	    18.51	   15.38	    1.54	   18.51	   18.51	   18.51	   18.51	  350.73	  420.25	  376.59	  376.59	  376.59	  376.59	   14.85	  526.82	    0.16	    1.00	    1.00	    0.82	    0.82	   10.59	   13.46
2012	  1	  10	  0	  0.4167	  123.27	   44.30	    52.63	      0.00	    52.63	   43.74	    4.37	   52.63	   52.63	   52.63	   52.63	  350.29	  420.06	  376.25	  376.25	  376.25	  376.25	   18.94	  627.75	    0.18	    1.00	    1.00	    0.82	    0.82	   10.53	   13.48
