%iy	id	it	imin	Q*	QH	QE	Qs	Qf	Wind	RH	Td	press	rain	Kdn	snow	ldown	fcld	wuh	xsmd	lai_hr	Kdiff	Kdir	Wd
2012	1	1	0	-999	-999	-999	-999	-999	7.587675158993493	89.172348	12.34575	100.15	0.0	0.16	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	2	0	-999	-999	-999	-999	-999	6.070134227493116	93.770922	11.84575	100.18	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	3	0	-999	-999	-999	-999	-999	6.070134227493116	92.571294	11.745750000000001	100.13	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	4	0	-999	-999	-999	-999	-999	4.55260312882887	91.371666	11.64575	100.13	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	5	0	-999	-999	-999	-999	-999	5.564293805550411	90.172038	11.84575	100.11	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	6	0	-999	-999	-999	-999	-999	6.070134227493116	90.172038	11.84575	100.11	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	7	0	-999	-999	-999	-999	-999	5.0584435507715755	87.77278199999999	11.745750000000001	100.1	0.0	0.0	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	8	0	-999	-999	-999	-999	-999	5.564293805550411	86.473185	11.64575	100.1	0.0	0.02	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	9	0	-999	-999	-999	-999	-999	5.564293805550411	86.473185	11.54575	100.1	0.0	14.75	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	10	0	-999	-999	-999	-999	-999	6.070134227493116	84.273867	12.14575	100.06	0.0	51.06	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	11	0	-999	-999	-999	-999	-999	7.587675158993493	80.07516899999999	12.64575	100.0	0.0	87.73	-999	-999	-999	-999	-999	-999	-999	-999	-999
2012	1	12	0	-999	-999	-999	-999	-999	7.081824904214657	78.87554100000001	12.54575	99.94	0.0	74.88	-999	-999	-999	-999	-999	-999	-999	-999	-999
