Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	     gvf	  shadow	     svf	svfbuveg	      Ta	      Tg
2012	  1	   1	  0	  0.0417	   36.54	  -20.57	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  348.96	  418.54	  381.39	  381.39	  381.39	  381.39	   13.28	   11.69	    1.00	    0.00	    0.00	    0.82	    0.82	   11.69	   12.05
2012	  1	   2	  0	  0.0833	   21.50	  -18.32	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  349.34	  419.33	  381.94	  381.94	  381.94	  381.94	   13.38	   11.83	    1.00	    0.00	    0.00	    0.82	    0.82	   11.82	   12.06
2012	  1	   3	  0	  0.1250	   35.63	  -13.90	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  349.78	  418.54	  381.85	  381.85	  381.85	  381.85	   13.36	   11.74	    1.00	    0.00	    0.00	    0.82	    0.82	   11.73	   12.01
2012	  1	   4	  0	  0.1667	   48.73	   -7.64	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  349.33	  416.83	  380.82	  380.82	  380.82	  380.82	   13.17	   11.56	    1.00	    0.00	    0.00	    0.82	    0.82	   11.55	   11.88
2012	  1	   5	  0	  0.2083	   60.87	    0.44	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  354.31	  416.47	  379.90	  379.90	  379.90	  379.90	   13.07	   24.33	    0.77	    0.58	    0.58	    0.82	    0.82	   11.49	   11.88
2012	  1	   6	  0	  0.2500	   72.39	    8.65	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  357.32	  418.09	  379.67	  379.67	  379.67	  379.67	   13.08	  135.49	    0.34	    1.00	    1.00	    0.82	    0.82	   11.47	   12.19
2012	  1	   7	  0	  0.2917	   83.74	   17.69	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  355.86	  421.94	  380.32	  380.32	  380.32	  380.32	   13.22	  272.76	    0.23	    1.00	    1.00	    0.82	    0.82	   11.34	   13.01
2012	  1	   8	  0	  0.3333	   95.52	   26.97	     2.17	      0.00	     2.17	    1.80	    0.18	    2.17	    2.17	    2.17	    2.17	  354.63	  425.34	  380.94	  380.94	  380.94	  380.94	   13.62	  407.02	    0.17	    1.00	    1.00	    0.82	    0.82	   11.13	   13.81
2012	  1	   9	  0	  0.3750	  108.53	   36.05	    18.51	      0.00	    18.51	   15.38	    1.54	   18.51	   18.51	   18.51	   18.51	  353.79	  426.50	  380.90	  380.90	  380.90	  380.90	   15.65	  528.29	    0.16	    1.00	    1.00	    0.82	    0.82	   10.92	   14.22
2012	  1	  10	  0	  0.4167	  123.83	   44.38	    52.63	      0.00	    52.63	   43.74	    4.37	   52.63	   52.63	   52.63	   52.63	  353.36	  426.38	  380.59	  380.59	  380.59	  380.59	   19.72	  628.11	    0.18	    1.00	    1.00	    0.82	    0.82	   10.86	   14.26
