Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2011	  1	   1	  0	  0.0417	    0.00	    0.00	  312.37	  335.04	    4.16	  -22.67	   35.90	   12.39	   11.54	  -24.16	    0.00	    0.00	   -0.03	20001.58	-2799.88	-2799.88	    0.00	     0.00	    0.01	   30.00	  110.23	   13.17	    0.11	    0.71	    0.07	    0.23	  -92.34	    0.00	    5.11	    4.18	    4.98	    0.54	   98.35
2011	  1	   2	  0	  0.0833	    0.00	    0.00	  312.37	  335.13	    4.16	  -22.77	   30.19	    8.75	   13.22	  -21.08	    0.00	    0.00	   -0.03	    0.97	    0.00	    0.00	    0.00	     0.00	    0.01	   30.00	  106.96	   27.86	    0.11	    0.71	    0.07	    0.24	 -120.16	    0.00	    5.22	    4.20	    5.01	    0.57	   98.77
2011	  1	   3	  0	  0.1250	    0.00	    0.00	  307.44	  335.02	    4.49	  -27.57	   29.66	   13.82	  -11.04	   -0.69	    0.00	    0.00	   -0.00	    0.00	   -0.00	   -0.00	    0.12	     0.05	    0.01	   30.00	  101.65	   41.56	    0.11	    0.63	    0.07	    0.15	    6.99	    0.00	    2.77	    3.93	    4.83	    0.44	   97.08
2011	  1	   4	  0	  0.1667	    0.00	    0.00	  302.07	  335.67	    4.71	  -33.60	   29.95	    9.20	  -12.67	   -0.18	    0.00	    0.00	   -0.00	    0.00	   -0.00	   -0.00	    0.11	     0.05	    0.00	   30.00	   94.59	   54.19	    0.11	    0.56	    0.07	    0.15	    6.99	    0.00	    2.74	    4.10	    4.61	    0.47	   91.52
2011	  1	   5	  0	  0.2083	    0.00	    0.00	  299.08	  335.27	    4.66	  -36.18	   32.02	    8.78	  -13.01	    0.07	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.11	     0.05	    0.00	   30.00	   86.32	   65.98	    0.11	    0.53	    0.07	    0.15	    6.99	    0.00	    2.64	    4.05	    4.47	    0.48	   89.06
2011	  1	   6	  0	  0.2500	    0.00	    0.00	  297.96	  334.21	    4.44	  -36.25	   39.64	   14.55	  -11.77	    0.61	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.11	     0.04	    0.00	   30.00	   77.58	   77.31	    0.11	    0.53	    0.07	    0.21	   81.69	    0.00	    2.94	    4.11	    4.42	    0.69	   87.61
2011	  1	   7	  0	  0.2917	    0.00	    0.00	  297.89	  333.13	    4.21	  -35.24	   59.45	   30.47	   -7.32	    1.06	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.10	     0.04	    0.00	   30.00	   68.33	   88.70	    0.11	    0.54	    0.07	    0.23	  161.52	    0.00	    3.42	    4.10	    4.42	    0.73	   87.62
2011	  1	   8	  0	  0.3333	    0.61	    0.07	  298.72	  332.53	    4.06	  -33.27	   80.30	   48.16	   -2.01	    0.89	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.10	     0.04	    0.00	   30.00	   59.02	  100.84	    0.11	    0.56	    0.07	    0.15	   -3.41	    0.00	    3.75	    3.96	    4.47	    0.42	   89.50
2011	  1	   9	  0	  0.3750	    4.48	    0.49	  299.53	  332.93	    4.14	  -29.42	   87.31	   56.52	    0.16	    1.21	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.10	     0.04	    0.00	   30.00	   50.12	  114.61	    0.11	    0.57	    0.07	    0.18	   84.38	    0.00	    4.09	    4.08	    4.50	    0.56	   89.42
2011	  1	  10	  0	  0.4167	   15.90	    1.76	  300.05	  334.68	    4.52	  -20.49	   84.89	   60.64	    1.66	    2.11	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.09	     0.03	    0.00	   30.00	   42.26	  131.24	    0.11	    0.56	    0.07	    0.29	-1339.16	    0.00	    4.40	    4.27	    4.51	    1.06	   88.42
2011	  1	  11	  0	  0.4583	   55.32	    6.11	  302.14	  339.02	    5.44	   12.33	   85.26	   84.59	    9.96	    3.04	    0.00	    0.00	    0.00	    0.00	   -0.01	   -0.01	    0.09	     0.03	    0.00	   30.00	   36.43	  151.96	    0.11	    0.57	    0.07	    0.27	 -214.08	    0.00	    5.38	    4.60	    4.62	    0.77	   88.53
2011	  1	  12	  0	  0.5000	   79.01	    8.72	  305.75	  342.77	    6.20	   33.27	   85.93	  100.95	   14.81	    3.43	    0.00	    0.00	    0.00	    0.00	   -0.01	   -0.01	    0.08	     0.03	    0.00	   30.00	   33.88	  176.54	    0.11	    0.59	    0.07	    0.29	 -154.97	    0.00	    6.10	    5.01	    4.81	    0.75	   89.53
2011	  1	  13	  0	  0.5417	   52.72	    5.82	  309.70	  343.98	    6.41	   12.62	   83.72	   83.13	   10.51	    2.71	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.08	     0.03	    0.00	   30.00	   35.39	  201.70	    0.11	    0.60	    0.07	    0.28	 -181.95	    0.00	    6.43	    5.62	    5.03	    0.75	   89.70
2011	  1	  14	  0	  0.5833	   28.43	    3.14	  315.10	  344.29	    6.40	   -3.89	   81.81	   67.20	    8.80	    1.92	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.08	     0.03	    0.00	   30.00	   40.48	  223.58	    0.11	    0.64	    0.07	    0.28	 -227.83	    0.00	    6.67	    5.98	    5.31	    0.81	   92.40
2011	  1	  15	  0	  0.6250	   13.90	    1.53	  321.33	  343.66	    6.18	   -9.96	   84.04	   63.04	    9.89	    1.15	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.08	     0.03	    0.00	   30.00	   47.91	  241.19	    0.11	    0.71	    0.07	    0.32	 -300.57	    0.00	    6.69	    5.98	    5.61	    1.01	   97.62
2011	  1	  16	  0	  0.6667	    4.78	    0.53	  322.61	  343.59	    6.14	  -16.73	   89.43	   61.91	    9.76	    1.03	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.07	     0.03	    0.00	   30.00	   56.62	  255.59	    0.11	    0.72	    0.07	    0.37	 -467.65	    0.00	    6.73	    6.08	    5.68	    1.26	   98.11
2011	  1	  17	  0	  0.7083	    0.51	    0.06	  322.58	  343.71	    6.17	  -20.68	   86.94	   57.30	    7.18	    1.78	    0.20	    0.00	    0.00	    0.02	    0.18	    0.18	    0.25	     0.20	    0.02	   30.00	   65.89	  268.05	    0.11	    0.71	    0.07	    0.31	 -378.65	    0.00	    6.71	    6.17	    5.69	    1.01	   97.63
2011	  1	  18	  0	  0.7500	    0.01	    0.00	  321.94	  342.63	    5.94	  -20.68	   75.94	   49.21	    4.18	    1.88	    0.00	    0.00	    0.00	    0.04	   -0.04	   -0.04	    0.21	     0.15	    0.05	   30.00	   75.21	  279.56	    0.11	    0.72	    0.07	    0.41	-2123.33	    0.00	    6.23	    5.95	    5.64	    1.45	   98.29
2011	  1	  19	  0	  0.7917	    0.00	    0.00	  316.78	  338.72	    5.17	  -21.94	   65.96	   40.81	    2.00	    1.21	    0.00	    0.00	    0.00	    0.02	   -0.02	   -0.02	    0.19	     0.13	    0.02	   30.00	   84.17	  290.84	    0.11	    0.70	    0.07	    0.42	-3475.54	    0.00	    5.29	    5.17	    5.33	    1.50	   98.16
2011	  1	  20	  0	  0.8333	    0.00	    0.00	  313.92	  335.74	    4.55	  -21.82	   57.62	   34.86	    0.60	    0.34	    0.00	    0.00	    0.00	    0.01	   -0.01	   -0.01	    0.17	     0.11	    0.01	   30.00	   92.07	  302.46	    0.11	    0.71	    0.07	    0.19	 -495.69	    0.00	    4.62	    4.56	    5.15	    0.63	   99.03
