Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2011	  1	   1	  0	  0.0417	    0.00	    0.00	  285.83	  336.28	    4.50	  -50.45	   35.90	    1.00	   -5.86	  -14.24	    0.00	    0.00	   -0.02	20001.67	-2799.88	-2799.88	    0.00	     0.00	    0.01	   30.00	  109.99	   13.51	    0.11	    0.41	    0.07	    0.26	  573.62	    0.00	    3.85	    4.38	    3.65	    0.86	   71.09
2011	  1	   2	  0	  0.0833	    0.00	    0.00	  286.43	  335.20	    4.37	  -48.77	   30.19	   -0.56	   -9.35	   -9.03	    0.00	    0.00	   -0.01	    0.82	   -0.00	   -0.00	    0.12	     0.06	    0.01	   30.00	  106.68	   28.17	    0.11	    0.42	    0.07	    0.29	  130.79	    0.00	    3.30	    4.17	    3.73	    0.92	   73.74
2011	  1	   3	  0	  0.1250	    0.00	    0.00	  286.49	  332.43	    4.22	  -45.94	   29.66	    0.39	  -17.47	    0.81	    0.00	    0.00	    0.00	    0.00	   -0.01	   -0.01	    0.11	     0.05	    0.00	   30.00	  101.36	   41.84	    0.11	    0.43	    0.07	    0.16	   19.68	    0.00	    1.61	    3.56	    3.85	    0.60	   79.46
2011	  1	   4	  0	  0.1667	    0.00	    0.00	  285.83	  332.02	    4.14	  -46.19	   29.95	    0.80	  -18.06	    1.02	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.11	     0.05	    0.00	   30.00	   94.24	   54.47	    0.11	    0.42	    0.07	    0.19	   40.16	    0.00	    1.65	    3.55	    3.82	    0.67	   78.87
2011	  1	   5	  0	  0.2083	    0.00	    0.00	  285.11	  331.30	    3.99	  -46.19	   32.02	    2.53	  -19.37	    2.68	    0.00	    0.00	    0.00	    0.00	   -0.01	   -0.01	    0.10	     0.04	    0.00	   30.00	   86.05	   66.27	    0.11	    0.42	    0.07	    0.35	  196.93	    0.00	    2.45	    3.81	    3.79	    1.10	   76.76
2011	  1	   6	  0	  0.2500	    0.00	    0.00	  284.42	  330.35	    3.79	  -45.93	   39.64	    8.55	  -17.74	    2.90	    0.00	    0.00	    0.00	    0.00	   -0.01	   -0.01	    0.10	     0.04	    0.00	   30.00	   77.32	   77.63	    0.11	    0.43	    0.07	    0.37	  263.99	    0.00	    2.49	    3.66	    3.76	    1.19	   76.85
2011	  1	   7	  0	  0.2917	    0.00	    0.00	  284.66	  329.88	    3.68	  -45.22	   59.45	   24.03	  -12.23	    2.44	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.09	     0.04	    0.00	   30.00	   68.10	   89.06	    0.11	    0.43	    0.07	    0.31	  230.03	    0.00	    2.65	    3.57	    3.77	    0.99	   77.69
2011	  1	   8	  0	  0.3333	    0.61	    0.07	  286.17	  330.38	    3.77	  -43.67	   80.30	   41.25	   -6.53	    1.91	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.09	     0.03	    0.00	   30.00	   58.84	  101.26	    0.11	    0.44	    0.07	    0.24	  193.50	    0.00	    3.06	    3.67	    3.85	    0.75	   78.73
2011	  1	   9	  0	  0.3750	    4.48	    0.49	  288.30	  331.77	    4.05	  -39.49	   87.31	   49.70	   -3.96	    2.09	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.08	     0.03	    0.00	   30.00	   50.00	  115.12	    0.11	    0.45	    0.07	    0.24	  346.20	    0.00	    3.57	    3.94	    3.95	    0.78	   79.23
2011	  1	  10	  0	  0.4167	   15.90	    1.76	  290.45	  333.81	    4.46	  -29.21	   84.89	   54.79	   -1.64	    2.54	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.00	    0.08	     0.03	    0.00	   30.00	   42.23	  131.84	    0.11	    0.47	    0.07	    0.28	 -424.15	    0.00	    4.06	    4.20	    4.05	    0.95	   79.74
