Year	DOY	Hour	Min	 Dectime	   Kdown	     Kup	   Ldown	     Lup	   Tsurf	      QN	      QF	      QS	      QH	      QE	    Rain	     Irr	    Evap	      RO	   TotCh	  SurfCh	   State	NWtrState	Drainage	     SMD	  Zenith	 Azimuth	 AlbBulk	    Fcld	     LAI	   UStar	     Lob	      Fc	      Ts	      T2	      Q2	     U10	     RH2
2012	  1	   1	  0	  0.0417	    0.14	    0.02	  341.77	  369.51	   11.35	  -27.62	    0.05	  -25.57	   -9.84	    7.84	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.04	    0.71	     0.71	    0.03	   49.08	  110.17	   13.15	    0.16	    0.62	    0.76	    0.28	  166.14	    0.00	   10.77	   11.05	    7.35	    4.35	   89.14
2012	  1	   2	  0	  0.0833	    0.02	    0.00	  342.07	  370.19	   11.48	  -28.10	    0.05	  -25.76	   -7.76	    5.47	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.04	    0.67	     0.67	    0.03	   49.05	  106.91	   27.83	    0.16	    0.61	    0.76	    0.23	   98.76	    0.00	   10.85	   11.13	    7.38	    3.61	   89.06
2012	  1	   3	  0	  0.1250	    0.00	    0.00	  342.68	  369.79	   11.39	  -27.10	    0.04	  -25.58	   -7.50	    6.03	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.04	    0.64	     0.64	    0.03	   49.03	  101.60	   41.52	    0.16	    0.63	    0.76	    0.25	  154.89	    0.00	   10.88	   11.12	    7.40	    3.88	   89.33
2012	  1	   4	  0	  0.1667	    0.00	    0.00	  342.34	  368.89	   11.21	  -26.55	    0.05	  -25.42	   -7.36	    6.27	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.03	    0.60	     0.60	    0.02	   49.00	   94.53	   54.15	    0.16	    0.63	    0.76	    0.27	  207.47	    0.00	   10.78	   11.00	    7.36	    4.13	   89.49
2012	  1	   5	  0	  0.2083	    0.00	    0.00	  340.85	  368.47	   11.15	  -27.62	    0.05	  -25.75	   -8.43	    6.61	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.03	    0.57	     0.57	    0.02	   48.98	   86.28	   65.94	    0.16	    0.62	    0.76	    0.29	  219.32	    0.00	   10.68	   10.92	    7.25	    4.36	   88.68
2012	  1	   6	  0	  0.2500	    0.00	    0.00	  338.78	  368.23	   11.13	  -29.45	    0.06	  -26.33	   -9.33	    6.27	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.03	    0.54	     0.54	    0.02	   48.96	   77.54	   77.27	    0.16	    0.60	    0.76	    0.28	  174.88	    0.00	   10.56	   10.84	    7.12	    4.24	   87.49
2012	  1	   7	  0	  0.2917	    0.00	    0.00	  336.26	  367.42	   10.99	  -31.15	    0.09	  -26.86	   -9.16	    4.96	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.03	    0.51	     0.51	    0.02	   48.94	   68.29	   88.66	    0.16	    0.58	    0.76	    0.24	  113.98	    0.00	   10.32	   10.63	    6.95	    3.81	   86.63
2012	  1	   8	  0	  0.3333	    2.17	    0.34	  334.12	  366.41	   10.82	  -30.46	    0.12	  -26.73	   -9.70	    6.08	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.03	    0.49	     0.49	    0.02	   48.92	   58.98	  100.78	    0.16	    0.57	    0.76	    0.23	   98.00	    0.00	   10.00	   10.34	    6.86	    3.63	   87.14
2012	  1	   9	  0	  0.3750	   18.51	    2.90	  332.88	  366.43	   10.84	  -17.94	    0.13	  -23.27	  -10.71	   16.18	    0.00	    0.00	    0.02	    0.00	   -0.02	   -0.04	    0.45	     0.45	    0.02	   48.90	   50.07	  114.55	    0.16	    0.57	    0.76	    0.23	  142.53	    0.00	    9.84	   10.15	    7.04	    3.70	   90.73
2012	  1	  10	  0	  0.4167	   52.63	    8.24	  332.39	  368.42	   11.25	    8.35	    0.13	  -15.65	   -7.79	   31.92	    0.00	    0.00	    0.05	    0.00	   -0.05	   -0.06	    0.39	     0.39	    0.01	   48.89	   42.21	  131.18	    0.16	    0.57	    0.76	    0.27	 -738.80	    0.00	   10.13	   10.36	    7.01	    4.00	   88.92
2012	  1	  11	  0	  0.4583	   82.04	   12.85	  331.34	  371.61	   11.92	   28.91	    0.13	   -9.31	   -6.27	   44.62	    0.00	    0.00	    0.06	    0.00	   -0.06	   -0.08	    0.31	     0.31	    0.01	   48.88	   36.38	  151.91	    0.16	    0.54	    0.76	    0.31	  539.35	    0.00	   10.49	   10.65	    7.09	    4.58	   88.18
2012	  1	  12	  0	  0.5000	   72.46	   11.35	  328.88	  371.95	   12.02	   18.05	    0.13	  -12.45	  -12.25	   42.87	    0.00	    0.00	    0.06	    0.00	   -0.06	   -0.07	    0.24	     0.24	    0.01	   48.87	   33.82	  176.52	    0.16	    0.50	    0.76	    0.30	  216.31	    0.00	   10.37	   10.70	    7.02	    4.64	   86.94
2012	  1	  13	  0	  0.5417	   49.56	    7.76	  326.77	  370.31	   11.72	   -1.74	    0.13	  -19.39	  -23.14	   40.92	    0.00	    0.00	    0.06	    0.00	   -0.06	   -0.06	    0.18	     0.18	    0.01	   48.87	   35.33	  201.71	    0.16	    0.48	    0.76	    0.33	  268.55	    0.00	   10.01	   10.59	    6.65	    4.81	   82.87
2012	  1	  14	  0	  0.5833	   31.24	    4.89	  327.08	  368.90	   11.42	  -15.47	    0.12	  -24.48	  -14.24	   23.36	    0.20	    0.00	    0.03	    0.00	    0.17	    0.16	    0.34	     0.34	    0.01	   48.86	   40.42	  223.61	    0.16	    0.48	    0.76	    0.22	  183.77	    0.00	    9.86	   10.20	    7.13	    3.82	   91.33
2012	  1	  15	  0	  0.6250	    8.33	    1.31	  331.18	  366.12	   10.80	  -27.91	    0.13	  -28.47	   -9.62	   10.31	    5.40	    0.00	    0.01	    0.01	    5.37	    3.15	    3.49	     3.49	    2.23	   46.64	   47.86	  241.23	    0.16	    0.54	    0.76	    0.15	   15.66	    0.00	    9.16	    9.05	    7.56	    3.59	  104.37
2012	  1	  16	  0	  0.6667	    2.39	    0.37	  335.15	  363.59	   10.22	  -26.43	    0.14	  -27.96	   -6.23	    7.90	    4.00	    0.00	    0.01	    0.01	    3.98	   -0.17	    3.32	     3.32	    4.16	   42.49	   56.57	  255.63	    0.16	    0.62	    0.76	    0.15	    9.90	    0.00	    9.18	    9.04	    7.67	    3.73	  105.72
2012	  1	  17	  0	  0.7083	    0.29	    0.05	  334.32	  361.28	    9.75	  -26.72	    0.13	  -27.30	   -5.68	    6.39	    1.40	    0.00	    0.01	    0.00	    1.39	   -0.58	    2.73	     2.73	    1.98	   40.52	   65.83	  268.09	    0.16	    0.63	    0.76	    0.15	    9.90	    0.00	    8.83	    8.70	    7.43	    3.73	  104.78
2012	  1	  18	  0	  0.7500	    0.01	    0.00	  332.98	  360.10	    9.52	  -27.12	    0.12	  -26.87	   -5.94	    5.81	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.75	    1.99	     1.99	    0.74	   39.78	   75.16	  279.59	    0.16	    0.63	    0.76	    0.15	    9.90	    0.00	    8.56	    8.43	    7.28	    3.73	  104.47
2012	  1	  19	  0	  0.7917	    0.00	    0.00	  332.12	  359.78	    9.47	  -27.66	    0.10	  -26.61	   -6.33	    5.39	    0.20	    0.00	    0.01	    0.00	    0.19	   -0.15	    1.84	     1.84	    0.34	   39.45	   84.11	  290.87	    0.16	    0.63	    0.76	    0.15	    9.90	    0.00	    8.44	    8.30	    7.17	    3.73	  103.89
2012	  1	  20	  0	  0.8333	    0.00	    0.00	  329.78	  358.90	    9.31	  -29.11	    0.09	  -26.76	   -8.66	    6.39	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.25	    1.59	     1.59	    0.24	   39.21	   92.00	  302.49	    0.16	    0.61	    0.76	    0.17	   48.13	    0.00	    8.23	    8.42	    6.82	    3.28	   98.04
2012	  1	  21	  0	  0.8750	    0.00	    0.00	  326.40	  357.47	    9.06	  -31.07	    0.08	  -27.14	  -11.02	    7.18	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.17	    1.42	     1.42	    0.16	   39.04	  100.04	  314.87	    0.16	    0.59	    0.76	    0.19	   74.99	    0.00	    7.91	    8.38	    6.47	    3.08	   93.24
2012	  1	  22	  0	  0.9167	    0.00	    0.00	  320.86	  355.38	    8.70	  -34.52	    0.09	  -27.98	  -14.31	    7.86	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.13	    1.28	     1.28	    0.12	   38.92	  105.85	  328.27	    0.16	    0.55	    0.76	    0.21	   76.43	    0.00	    7.34	    7.90	    6.11	    3.35	   91.14
2012	  1	  23	  0	  0.9583	    0.00	    0.00	  314.77	  352.69	    8.22	  -37.92	    0.08	  -28.88	  -21.43	   12.48	    0.00	    0.00	    0.02	    0.00	   -0.02	   -0.11	    1.17	     1.17	    0.10	   38.83	  109.74	  342.74	    0.16	    0.51	    0.76	    0.26	  134.50	    0.00	    6.81	    7.47	    5.73	    4.10	   88.05
2012	  2	   0	  0	  1.0000	    0.00	    0.00	  310.91	  349.66	    7.63	  -38.74	    0.07	  -29.04	  -16.40	    6.77	    0.00	    0.00	    0.01	    0.00	   -0.01	   -0.09	    1.08	     1.08	    0.08	   38.75	  111.33	  357.93	    0.16	    0.50	    0.77	    0.20	   67.27	    0.00	    5.94	    6.31	    5.49	    3.69	   91.60
2012	  2	   1	  0	  1.0417	    0.00	    0.00	  308.07	  346.68	    7.03	  -38.61	    0.05	  -28.80	  -12.15	    2.39	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.07	    1.01	     1.01	    0.07	   38.68	  110.43	   13.21	    0.19	    0.50	    0.79	    0.15	    9.90	    0.00	    5.09	    4.72	    5.35	    3.73	   99.58
2012	  2	   2	  0	  1.0833	    0.00	    0.00	  305.34	  344.50	    6.60	  -39.16	    0.04	  -28.76	  -12.44	    2.08	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.06	    0.95	     0.95	    0.06	   38.63	  107.15	   27.94	    0.19	    0.50	    0.79	    0.15	    9.90	    0.00	    4.61	    4.24	    5.16	    3.73	   99.35
2012	  2	   3	  0	  1.1250	    0.00	    0.00	  302.99	  342.62	    6.23	  -39.63	    0.04	  -28.77	  -12.67	    1.84	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.05	    0.90	     0.90	    0.05	   38.57	  101.83	   41.66	    0.19	    0.49	    0.79	    0.15	   11.83	    0.00	    4.21	    3.92	    4.99	    3.57	   98.28
2012	  2	   4	  0	  1.1667	    0.00	    0.00	  300.96	  340.44	    5.78	  -39.49	    0.04	  -28.64	  -12.40	    1.59	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.05	    0.85	     0.85	    0.05	   38.53	   94.78	   54.31	    0.19	    0.49	    0.79	    0.15	   10.07	    0.00	    3.81	    3.44	    4.86	    3.71	   98.96
2012	  2	   5	  0	  1.2083	    0.00	    0.00	  298.89	  338.50	    5.39	  -39.61	    0.04	  -28.58	  -12.38	    1.39	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.04	    0.81	     0.81	    0.04	   38.49	   86.47	   66.11	    0.19	    0.49	    0.79	    0.15	    9.90	    0.00	    3.42	    3.05	    4.73	    3.73	   98.98
2012	  2	   6	  0	  1.2500	    0.00	    0.00	  296.61	  336.89	    5.07	  -40.28	    0.06	  -28.71	  -12.78	    1.27	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.04	    0.77	     0.77	    0.04	   38.45	   77.73	   77.46	    0.19	    0.49	    0.79	    0.15	    9.90	    0.00	    3.04	    2.66	    4.59	    3.73	   98.87
2012	  2	   7	  0	  1.2917	    0.00	    0.00	  294.02	  335.70	    4.85	  -41.68	    0.10	  -29.06	  -13.75	    1.23	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.04	    0.73	     0.73	    0.03	   38.42	   68.47	   88.86	    0.19	    0.47	    0.79	    0.15	    9.90	    0.00	    2.67	    2.25	    4.45	    3.73	   98.62
2012	  2	   8	  0	  1.3333	    3.33	    0.63	  291.72	  334.78	    4.68	  -40.37	    0.13	  -28.78	  -13.64	    2.18	    0.00	    0.00	    0.00	    0.00	   -0.00	   -0.03	    0.70	     0.70	    0.03	   38.38	   59.17	  101.00	    0.19	    0.46	    0.79	    0.15	    9.90	    0.00	    2.47	    2.06	    4.44	    3.73	   99.89
2012	  2	   9	  0	  1.3750	   31.28	    5.96	  289.75	  334.94	    4.74	  -19.88	    0.13	  -23.21	  -10.39	   13.86	    0.00	    0.00	    0.02	    0.00	   -0.02	   -0.05	    0.65	     0.65	    0.03	   38.36	   50.27	  114.78	    0.19	    0.45	    0.79	    0.19	 -209.61	    0.00	    3.16	    3.21	    4.66	    3.54	   96.95
2012	  2	  10	  0	  1.4167	  100.83	   19.22	  287.37	  338.14	    5.48	   30.83	    0.13	   -8.71	   -2.80	   42.47	    0.00	    0.00	    0.06	    0.00	   -0.06	   -0.09	    0.56	     0.56	    0.02	   38.33	   42.43	  131.40	    0.19	    0.44	    0.79	    0.30	 -802.06	    0.00	    3.92	    3.98	    4.45	    4.31	   87.48
2012	  2	  11	  0	  1.4583	  175.13	   33.39	  285.22	  343.47	    6.67	   83.49	    0.13	    6.84	   12.10	   64.67	    0.00	    0.00	    0.09	    0.00	   -0.09	   -0.11	    0.45	     0.45	    0.02	   38.31	   36.62	  152.08	    0.19	    0.41	    0.79	    0.33	 -228.77	    0.00	    4.62	    4.37	    4.46	    4.69	   85.41
2012	  2	  12	  0	  1.5000	  223.95	   42.70	  284.43	  348.66	    7.80	  117.02	    0.13	   16.22	   20.55	   80.38	    0.00	    0.00	    0.12	    0.00	   -0.12	   -0.13	    0.32	     0.32	    0.01	   38.30	   34.09	  176.57	    0.19	    0.39	    0.79	    0.33	 -148.98	    0.00	    5.37	    4.94	    4.50	    4.58	   82.92
2012	  2	  13	  0	  1.5417	  226.01	   43.09	  292.14	  355.78	    9.19	  119.28	    0.13	   15.42	   18.67	   85.32	    0.00	    0.00	    0.12	    0.00	   -0.12	   -0.13	    0.20	     0.20	    0.01	   38.30	   35.59	  201.63	    0.19	    0.39	    0.79	    0.32	 -152.26	    0.00	    6.74	    6.34	    4.95	    4.44	   82.60
2012	  2	  14	  0	  1.5833	  185.74	   35.41	  298.38	  358.95	    9.77	   89.76	    0.13	    4.69	    5.55	   79.65	    0.00	    0.00	    0.12	    0.00	   -0.12	   -0.12	    0.08	     0.08	    0.00	   38.29	   40.66	  223.45	    0.19	    0.40	    0.79	    0.31	 -398.95	    0.00	    7.44	    7.31	    5.25	    4.36	   82.04
2012	  2	  15	  0	  1.6250	  116.14	   22.14	  296.22	  355.19	    9.01	   35.03	    0.14	  -13.44	  -13.81	   62.42	    0.00	    0.00	    0.09	    0.00	   -0.09	   -0.08	    0.00	     0.00	    0.00	   38.31	   48.09	  241.05	    0.19	    0.37	    0.79	    0.30	 -867.88	    0.00	    6.83	    7.15	    5.06	    4.28	   80.11
2012	  2	  16	  0	  1.6667	   38.33	    7.31	  293.90	  349.71	    7.88	  -24.78	    0.15	  -32.62	  -14.65	   22.63	    0.00	    0.00	    0.03	    0.00	   -0.03	    0.00	    0.00	     0.00	    0.00	   38.34	   56.79	  255.45	    0.19	    0.35	    0.79	    0.18	  166.82	    0.00	    5.68	    5.68	    5.53	    3.64	   97.37
2012	  2	  17	  0	  1.7083	    3.81	    0.73	  292.85	  344.20	    6.72	  -48.27	    0.14	  -40.22	  -11.21	    3.30	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.34	   66.05	  267.91	    0.19	    0.37	    0.79	    0.15	    9.90	    0.00	    4.89	    4.55	    4.53	    3.73	   86.13
2012	  2	  18	  0	  1.7500	    0.03	    0.01	  292.61	  340.11	    5.83	  -47.48	    0.12	  -38.47	   -9.10	    0.22	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.34	   75.37	  279.43	    0.19	    0.41	    0.79	    0.15	    9.90	    0.00	    4.40	    4.12	    4.19	    3.73	   82.12
2012	  2	  19	  0	  1.7917	    0.00	    0.00	  294.63	  336.27	    4.96	  -41.64	    0.10	  -34.34	   -7.40	    0.21	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.34	   84.33	  290.72	    0.19	    0.47	    0.79	    0.15	    9.90	    0.00	    3.80	    3.58	    4.32	    3.73	   87.93
2012	  2	  20	  0	  1.8333	    0.00	    0.00	  294.59	  335.20	    4.73	  -40.61	    0.09	  -31.76	   -8.92	    0.16	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.34	   92.31	  302.36	    0.19	    0.48	    0.79	    0.15	    9.90	    0.00	    3.33	    3.06	    4.31	    3.73	   91.08
2012	  2	  21	  0	  1.8750	    0.00	    0.00	  294.82	  336.26	    4.96	  -41.44	    0.08	  -30.78	  -10.72	    0.14	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.34	  100.28	  314.76	    0.19	    0.47	    0.79	    0.15	    9.90	    0.00	    3.27	    2.95	    4.32	    3.73	   92.00
2012	  2	  22	  0	  1.9167	    0.00	    0.00	  297.15	  336.41	    4.96	  -39.27	    0.08	  -29.41	   -9.90	    0.12	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.35	  106.11	  328.20	    0.19	    0.50	    0.79	    0.15	    9.90	    0.00	    3.40	    3.10	    4.44	    3.73	   93.50
2012	  2	  23	  0	  1.9583	    0.00	    0.00	  298.29	  335.51	    4.74	  -37.22	    0.07	  -28.34	   -8.91	    0.10	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.35	  110.01	  342.71	    0.19	    0.52	    0.79	    0.15	    9.90	    0.00	    3.34	    3.07	    4.50	    3.73	   94.82
2012	  3	   0	  0	  2.0000	    0.00	    0.00	  303.65	  338.49	    5.32	  -34.84	    0.06	  -27.39	   -7.51	    0.13	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.35	  111.59	  357.95	    0.18	    0.55	    0.78	    0.17	   56.85	    0.00	    4.34	    4.35	    4.78	    3.44	   92.12
2012	  3	   1	  0	  2.0417	    0.00	    0.00	  309.08	  342.54	    6.12	  -33.46	    0.06	  -26.85	   -6.73	    0.18	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.35	  110.69	   13.28	    0.16	    0.56	    0.76	    0.21	  126.63	    0.00	    5.57	    5.82	    5.08	    3.29	   88.23
2012	  3	   2	  0	  2.0833	    0.01	    0.00	  314.32	  347.04	    7.02	  -32.72	    0.05	  -26.64	   -6.14	    0.11	    0.00	    0.00	    0.00	    0.00	   -0.00	    0.00	    0.00	     0.00	    0.00	   38.35	  107.39	   28.04	    0.16	    0.57	    0.76	    0.25	  240.05	    0.00	    6.61	    6.81	    5.39	    3.77	   87.30
2012	  3	   3	  0	  2.1250	    0.18	    0.03	  322.39	  352.37	    8.04	  -29.83	    0.05	  -25.92	   -5.04	    1.18	    0.20	    0.00	    0.00	    0.00	    0.20	    0.20	    0.20	     0.20	    0.00	   38.34	  102.06	   41.80	    0.16	    0.60	    0.76	    0.34	  740.84	    0.00	    7.82	    7.94	    5.90	    5.05	   88.22
2012	  3	   4	  0	  2.1667	    0.74	    0.12	  328.83	  354.35	    8.37	  -24.90	    0.04	  -24.56	   -4.42	    4.13	    0.40	    0.00	    0.01	    0.00	    0.39	    0.38	    0.58	     0.58	    0.01	   38.33	   95.03	   54.47	    0.16	    0.65	    0.76	    0.40	 1308.69	    0.00	    8.20	    8.29	    6.32	    5.87	   92.12
2012	  3	   5	  0	  2.2083	    0.81	    0.13	  335.05	  356.31	    8.69	  -20.57	    0.05	  -23.35	   -4.65	    7.48	    0.60	    0.00	    0.01	    0.00	    0.59	    0.54	    1.11	     1.11	    0.05	   38.28	   86.66	   66.29	    0.16	    0.71	    0.76	    0.50	 2326.53	    0.00	    8.55	    8.63	    6.73	    7.28	   95.61
2012	  3	   6	  0	  2.2500	    0.75	    0.12	  341.61	  359.60	    9.29	  -17.35	    0.07	  -22.54	   -3.40	    8.66	    0.20	    0.00	    0.01	    0.00	    0.19	    0.10	    1.22	     1.22	    0.09	   38.20	   77.92	   77.65	    0.16	    0.75	    0.76	    0.57	-7963.31	    0.00	    9.20	    9.25	    7.17	    8.31	   97.47
2012	  3	   7	  0	  2.2917	    0.11	    0.02	  345.38	  363.72	   10.10	  -18.25	    0.11	  -22.92	  -10.31	   15.08	    0.60	    0.00	    0.02	    0.00	    0.58	    0.43	    1.65	     1.65	    0.15	   38.05	   68.66	   89.06	    0.16	    0.74	    0.76	    0.64	 -619.04	    0.00	    9.87	   10.01	    7.51	    9.34	   96.89
2012	  3	   8	  0	  2.3333	    0.75	    0.12	  346.45	  367.35	   10.84	  -20.27	    0.15	  -23.81	  -24.93	   28.62	    0.60	    0.00	    0.04	    0.00	    0.56	    0.28	    1.93	     1.93	    0.28	   37.77	   59.36	  101.22	    0.16	    0.71	    0.76	    0.67	 1034.93	    0.00	   10.26	   10.60	    7.72	    9.84	   95.66
2012	  3	   9	  0	  2.3750	    5.28	    0.83	  348.41	  368.37	   11.02	  -15.51	    0.15	  -22.81	  -21.50	   28.95	    1.20	    0.00	    0.04	    0.00	    1.15	    0.54	    2.47	     2.47	    0.62	   37.16	   50.47	  115.01	    0.16	    0.72	    0.76	    0.64	 1029.49	    0.00	   10.44	   10.74	    7.88	    9.33	   96.54
2012	  3	  10	  0	  2.4167	   11.67	    1.83	  350.69	  369.04	   11.13	   -8.50	    0.14	  -20.84	  -11.58	   24.06	    0.80	    0.00	    0.03	    0.00	    0.76	   -0.08	    2.39	     2.39	    0.84	   36.32	   42.66	  131.62	    0.16	    0.75	    0.76	    0.57	 1287.62	    0.00	   10.66	   10.84	    8.02	    8.33	   97.51
2012	  3	  11	  0	  2.4583	   23.69	    3.71	  353.32	  371.26	   11.55	    2.04	    0.14	  -17.87	   -6.72	   26.78	    2.60	    0.00	    0.04	    0.01	    2.55	    0.66	    3.05	     3.05	    1.90	   34.43	   36.87	  152.26	    0.16	    0.77	    0.76	    0.59	 2425.56	    0.00	   11.05	   11.15	    8.23	    8.54	   97.93
2012	  3	  12	  0	  2.5000	   24.80	    3.89	  355.33	  372.40	   11.75	    3.84	    0.15	  -17.30	   -5.36	   26.64	    4.00	    0.00	    0.04	    0.01	    3.95	    0.26	    3.31	     3.31	    3.70	   30.74	   34.35	  176.63	    0.16	    0.78	    0.76	    0.62	 3429.72	    0.00	   11.28	   11.36	    8.38	    9.01	   98.18
2012	  3	  13	  0	  2.5417	   38.76	    6.07	  357.56	  375.04	   12.26	   15.21	    0.15	  -14.96	   -2.18	   32.49	    2.40	    0.00	    0.05	    0.01	    2.35	   -0.30	    3.01	     3.01	    2.66	   28.09	   35.86	  201.56	    0.16	    0.78	    0.76	    0.63	  764.28	    0.00	   11.67	   11.71	    8.57	    9.15	   98.22
2012	  3	  14	  0	  2.5833	  116.58	   18.26	  338.56	  367.10	   10.89	   69.78	    0.15	    0.45	   15.12	   54.37	    0.00	    0.00	    0.08	    0.00	   -0.08	   -1.01	    2.00	     2.00	    0.93	   27.16	   40.91	  223.30	    0.16	    0.71	    0.76	    0.49	 -938.61	    0.00	    9.68	    9.41	    7.33	    6.99	   97.80
2012	  3	  15	  0	  2.6250	   88.38	   13.85	  319.63	  357.14	    9.09	   37.02	    0.16	   -7.47	   -5.27	   49.92	    0.00	    0.00	    0.07	    0.00	   -0.07	   -0.36	    1.64	     1.64	    0.29	   26.87	   48.32	  240.87	    0.16	    0.58	    0.76	    0.37	  -37.15	    0.00	    7.60	    7.72	    6.24	    5.42	   93.88
2012	  3	  16	  0	  2.6667	   29.29	    4.59	  314.94	  356.80	    9.08	  -17.16	    0.16	  -24.98	  -22.51	   30.49	    0.00	    0.00	    0.04	    0.00	   -0.04	   -0.21	    1.42	     1.42	    0.17	   26.70	   57.01	  255.26	    0.16	    0.49	    0.76	    0.32	  122.15	    0.00	    7.27	    7.85	    6.14	    5.28	   91.76
2012	  3	  17	  0	  2.7083	    2.71	    0.42	  308.44	  354.50	    8.69	  -43.77	    0.16	  -34.71	  -40.73	   31.83	    0.00	    0.00	    0.05	    0.00	   -0.05	   -0.17	    1.26	     1.26	    0.12	   26.58	   66.27	  267.74	    0.16	    0.42	    0.76	    0.39	  119.52	    0.00	    6.78	    7.66	    5.53	    6.17	   83.88
2012	  3	  18	  0	  2.7500	    0.00	    0.00	  302.48	  350.16	    7.85	  -47.68	    0.14	  -35.92	  -36.40	   24.77	    0.00	    0.00	    0.04	    0.00	   -0.04	   -0.13	    1.13	     1.13	    0.09	   26.49	   75.59	  279.27	    0.16	    0.41	    0.76	    0.35	  140.15	    0.00	    6.03	    6.90	    5.10	    5.45	   81.67
2012	  3	  19	  0	  2.7917	    0.00	    0.00	  295.89	  345.16	    6.88	  -49.28	    0.12	  -34.93	  -34.43	   20.20	    0.00	    0.00	    0.03	    0.00	   -0.03	   -0.10	    1.03	     1.03	    0.07	   26.42	   84.55	  290.58	    0.16	    0.39	    0.76	    0.32	  149.05	    0.00	    5.04	    5.93	    4.68	    4.96	   80.33
