Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	     gvf	  shadow	     svf	svfbuveg	      Ta	      Tg
2012	  1	   1	  0	  0.0417	   36.19	  -20.79	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  346.60	  409.32	  375.55	  375.55	  375.55	  375.55	   12.18	   11.34	    1.00	    0.00	    0.00	    0.82	    0.82	   11.35	   10.75
2012	  1	   2	  0	  0.0833	   21.17	  -18.59	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  346.97	  410.54	  376.30	  376.30	  376.30	  376.30	   12.32	   11.48	    1.00	    0.00	    0.00	    0.82	    0.82	   11.48	   10.83
2012	  1	   3	  0	  0.1250	   35.34	  -14.19	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  347.41	  409.80	  376.24	  376.24	  376.24	  376.24	   12.31	   11.39	    1.00	    0.00	    0.00	    0.82	    0.82	   11.39	   10.79
2012	  1	   4	  0	  0.1667	   48.45	   -7.94	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  346.97	  407.96	  375.15	  375.15	  375.15	  375.15	   12.10	   11.21	    1.00	    0.00	    0.00	    0.82	    0.82	   11.21	   10.63
2012	  1	   5	  0	  0.2083	   60.59	    0.15	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  350.40	  407.24	  374.05	  374.05	  374.05	  374.05	   11.95	   22.76	    0.79	    0.50	    0.50	    0.82	    0.82	   11.15	   10.57
2012	  1	   6	  0	  0.2500	   72.09	    8.39	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  353.40	  407.19	  372.98	  372.98	  372.98	  372.98	   11.80	  131.48	    0.35	    1.00	    1.00	    0.82	    0.82	   11.13	   10.58
2012	  1	   7	  0	  0.2917	   83.41	   17.45	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  351.20	  406.66	  371.46	  371.46	  371.46	  371.46	   11.52	  269.37	    0.24	    1.00	    1.00	    0.82	    0.82	   10.99	   10.62
2012	  1	   8	  0	  0.3333	   95.13	   26.77	     2.17	      0.00	     2.17	    1.80	    0.18	    2.17	    2.17	    2.17	    2.17	  349.22	  405.59	  369.85	  369.85	  369.85	  369.85	   11.49	  404.52	    0.18	    1.00	    1.00	    0.82	    0.82	   10.79	   10.63
2012	  1	   9	  0	  0.3750	  108.06	   35.90	    18.51	      0.00	    18.51	   15.38	    1.54	   18.51	   18.51	   18.51	   18.51	  348.00	  404.54	  368.71	  368.71	  368.71	  368.71	   13.36	  526.83	    0.16	    1.00	    1.00	    0.82	    0.82	   10.58	   10.65
2012	  1	  10	  0	  0.4167	  123.27	   44.30	    52.63	      0.00	    52.63	   43.74	    4.37	   52.63	   52.63	   52.63	   52.63	  347.70	  405.17	  368.78	  368.78	  368.78	  368.78	   17.59	  627.76	    0.18	    1.00	    1.00	    0.82	    0.82	   10.52	   10.82
2012	  1	  11	  0	  0.4583	  142.04	   51.16	    82.04	      0.00	    82.04	   68.19	    6.82	   82.04	   82.04	   82.04	   82.04	  347.41	  408.61	  369.97	  369.97	  369.97	  369.97	   21.30	  700.62	    0.19	    1.00	    1.00	    0.82	    0.82	   10.79	   11.18
