Year	DOY	Hour	Min	 Dectime	 azimuth	altitude	GlobalRad	DiffuseRad	DirectRad	 Kdown2d	   Kup2d	  Ksouth	   Kwest	  Knorth	   Keast	 Ldown2d	   Lup2d	  Lsouth	   Lwest	  Lnorth	   Least	    Tmrt	      I0	      CI	     gvf	  shadow	     svf	svfbuveg	      Ta	      Tg
2012	  1	   1	  0	  0.0417	   36.19	  -20.79	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.29	  409.44	  375.61	  375.61	  375.61	  375.61	   12.15	   11.27	    1.00	    0.00	    0.00	    0.94	    0.94	   11.35	   10.77
2012	  1	   2	  0	  0.0833	   21.17	  -18.59	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.61	  410.66	  376.37	  376.37	  376.37	  376.37	   12.30	   11.38	    1.00	    0.00	    0.00	    0.94	    0.94	   11.48	   10.85
2012	  1	   3	  0	  0.1250	   35.34	  -14.19	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  344.17	  410.31	  376.50	  376.50	  376.50	  376.50	   12.32	   11.32	    1.00	    0.00	    0.00	    0.94	    0.94	   11.39	   10.88
2012	  1	   4	  0	  0.1667	   48.45	   -7.94	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.79	  408.76	  375.55	  375.55	  375.55	  375.55	   12.14	   11.16	    1.00	    0.00	    0.00	    0.94	    0.94	   11.21	   10.78
2012	  1	   5	  0	  0.2083	   60.59	    0.15	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.87	  407.85	  374.35	  374.35	  374.35	  374.35	   11.93	   22.74	    0.79	    0.50	    0.50	    0.94	    0.94	   11.15	   10.68
2012	  1	   6	  0	  0.2500	   72.09	    8.39	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  343.37	  407.10	  372.94	  372.94	  372.94	  372.94	   11.68	  131.48	    0.35	    1.00	    1.00	    0.94	    0.94	   11.13	   10.56
2012	  1	   7	  0	  0.2917	   83.41	   17.45	     0.00	      0.00	     0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	  340.87	  405.03	  370.65	  370.65	  370.65	  370.65	   11.24	  269.37	    0.24	    1.00	    1.00	    0.94	    0.94	   10.99	   10.32
2012	  1	   8	  0	  0.3333	   95.13	   26.77	     2.17	      0.00	     2.17	    2.05	    0.21	    2.17	    2.17	    2.17	    2.17	  338.68	  402.09	  368.11	  368.11	  368.11	  368.11	   11.04	  404.52	    0.18	    1.00	    1.00	    0.94	    0.94	   10.79	   10.00
2012	  1	   9	  0	  0.3750	  108.06	   35.90	    18.51	      0.00	    18.51	   17.53	    1.75	   18.51	   18.51	   18.51	   18.51	  337.40	  400.10	  366.49	  366.49	  366.49	  366.49	   12.84	  526.83	    0.16	    1.00	    1.00	    0.94	    0.94	   10.58	    9.84
2012	  1	  10	  0	  0.4167	  123.27	   44.30	    52.63	      0.00	    52.63	   49.84	    4.98	   52.63	   52.63	   52.63	   52.63	  337.00	  401.39	  366.89	  366.89	  366.89	  366.89	   17.18	  627.76	    0.18	    1.00	    1.00	    0.94	    0.94	   10.52	   10.13
